;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;306;425;342;440;432.5;;1;[];[];0.0;0.0;0;;;733.4823839904859;;;
1;1;man;351;429;390;440;434.5;2.0;1;[];[];0.0;0.0;0;;;685.6290662895059;;;
2;2;in;399;425;413;440;432.5;2.0;1;[];[];0.0;0.0;0;;;662.5113195011227;;;
3;3;the;421;425;450;440;432.5;0.0;1;[];[];0.0;0.0;0;;;625.5290015044872;;;
4;4;image;459;425;515;444;434.5;2.0;1;[];[];0.0;0.0;0;;;560.5657153511339;;;
5;5;is;524;425;537;440;432.5;2.0;1;[np.float64(1493.0)];[np.float64(0.0)];234.0;234.0;1;2.2419;2.2423;538.5801482937801;2.24;234.0;234.0
6;6;riding;546;425;596;444;434.5;2.0;1;[np.float64(1494.0)];[np.float64(0.0)];167.0;167.0;1;2.1554;2.2117;479.6253895502758;2.18;167.0;167.0
7;7;skis;605;425;641;440;432.5;2.0;1;[];[];0.0;0.0;0;;;434.66814852532576;;;
8;8;down;649;425;699;440;432.5;0.0;1;[np.float64(1495.0)];[np.float64(0.0)];200.0;200.0;1;2.1653;2.1794;376.73832070072325;2.17;200.0;200.0
9;9;a;708;429;718;440;434.5;2.0;1;[np.float64(1496.0)];[np.float64(0.0)];167.0;167.0;1;2.1475;2.1927;358.0110190064975;2.17;167.0;167.0
10;10;snow-covered;726;425;860;440;432.5;2.0;1;[np.float64(1497.0), np.float64(1498.0)];[np.float64(0.0), np.float64(0.0)];267.0;134.0;2;2.1606;2.2325;216.13045414636616;2.2;133.5;267.0
11;11;slope;869;425;919;444;434.5;2.0;1;[np.float64(1499.0)];[np.float64(1.5236396789550781)];108.0;108.0;1;2.1468;2.2393;157.4747959980205;2.19;108.0;108.0
12;12;while;927;425;975;440;432.5;2.0;1;[np.float64(1500.0)];[np.float64(4.995718479156551)];66.0;66.0;1;2.1873;2.3309;102.16909449686744;2.26;66.0;66.0
13;13;holding;984;425;1051;444;434.5;2.0;1;[];[];0.0;0.0;0;;;31.34072157351342;;;
14;14;an;1059;429;1081;440;434.5;0.0;1;[np.float64(1501.0), np.float64(1503.0)];[np.float64(14.718000698089668), np.float64(23.899775757509133)];1458.0;333.0;2;2.1265;2.3001;23.899775757509133;2.21;729.0;333.0
15;15;ax;1090;429;1111;440;434.5;0.0;1;[];[];0.0;0.0;0;;;28.104674649695625;;;
16;16;in;1120;425;1134;440;432.5;2.0;1;[np.float64(1502.0)];[np.float64(13.156379496419506)];142.0;142.0;1;2.1282;2.2621;49.00950137703602;2.2;142.0;1267.0
17;17;his;1143;425;1168;440;432.5;0.0;1;[];[];0.0;0.0;0;;;70.64815183276038;;;
18;18;hand.;1177;425;1228;440;432.5;0.0;1;[];[];0.0;0.0;0;;;103.71460333074938;;;
