;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Why;500;770;541;790;780.0;;1;[np.float64(639.0), np.float64(644.0)];[np.float64(42.91572380065918), np.float64(16.025278091430664)];267.0;100.0;2;1.9479;;437.38446631953724;;133.5;100.0
1;1;is;549;770;562;786;778.0;2.0;1;[np.float64(643.0)];[np.float64(25.84716879393897)];167.0;167.0;1;1.9357;;416.425748169426;;167.0;334.0
2;2;the;570;770;599;786;778.0;0.0;1;[];[];0.0;0.0;0;;;379.5095880499605;;;
3;3;quote;607;771;660;790;780.5;2.5;1;[np.float64(645.0)];[np.float64(25.38988208770752)];67.0;67.0;1;1.9409;;318.77575445451447;;67.0;67.0
4;4;"""Little";668;770;720;786;778.0;2.5;1;[np.float64(640.0), np.float64(641.0)];[np.float64(34.564191818237305), np.float64(28.977764129638672)];167.0;67.0;2;1.9009;;258.95092305028487;;83.5;167.0
5;5;things;728;770;785;790;780.0;2.0;1;[np.float64(642.0)];[np.float64(33.33268451690674)];133.0;133.0;1;1.906;;194.41454175660874;;133.0;534.0
6;6;can;793;774;825;786;780.0;0.0;1;[];[];0.0;0.0;0;;;155.63327571173443;;;
7;7;grow;834;774;879;790;782.0;2.0;1;[np.float64(646.0)];[np.float64(29.734575544084805)];234.0;234.0;1;1.931;;103.25018025336766;;234.0;234.0
8;8;"big""";887;770;921;790;780.0;2.0;1;[np.float64(647.0)];[np.float64(27.53074647364983)];69.0;69.0;1;1.9107;;62.57068233655131;;69.0;69.0
9;9;significant?;930;770;1035;790;780.0;0.0;1;[np.float64(648.0), np.float64(649.0)];[np.float64(14.689460754394531), np.float64(26.746769496372735)];342.0;100.0;2;1.9348;;26.746769496372735;;171.0;342.0
