;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;263;383;300;399;391.0;;1;[];[];0.0;0.0;0;;;181.69618225097656;;;
1;1;prominent;308;383;402;402;392.5;1.5;1;[np.float64(1288.0), np.float64(1289.0)];[np.float64(25.49316787719721), np.float64(3.0206537879056192)];600.0;200.0;2;2.1929;2.2054;79.69618225097656;2.2;300.0;600.0
2;2;objects;410;383;478;402;392.5;0.0;1;[np.float64(1287.0), np.float64(1294.0)];[np.float64(14.049361109733582), np.float64(3.6961822509765625)];226.0;126.0;2;2.1957;2.2316;3.6961822509765625;2.21;113.0;726.0
3;3;in;486;383;501;398;390.5;2.0;1;[];[];0.0;0.0;0;;;4.3038177490234375;;;
4;4;the;509;383;538;398;390.5;0.0;1;[np.float64(1273.0)];[np.float64(1.997108324605909)];367.0;367.0;1;2.1863;2.2416;27.303817749023438;2.21;367.0;367.0
5;5;image;546;383;603;402;392.5;2.0;1;[np.float64(1274.0), np.float64(1293.0)];[np.float64(0.0), np.float64(0.0)];483.0;75.0;2;2.1532;2.1945;64.30381774902344;2.17;241.5;75.0
6;6;are;611;387;640;398;392.5;0.0;1;[np.float64(1272.0), np.float64(1275.0)];[np.float64(0.0), np.float64(7.7599568367004395)];232.0;166.0;2;2.1693;2.2542;129.30381774902344;2.21;116.0;674.0
7;7;a;648;387;658;398;392.5;0.0;1;[];[];0.0;0.0;0;;;166.30381774902344;;;
8;8;train;666;383;707;398;390.5;2.0;1;[np.float64(1276.0), np.float64(1292.0)];[np.float64(0.0), np.float64(0.0)];734.0;200.0;2;2.166;2.2266;184.30381774902344;2.2;367.0;200.0
9;9;and;715;383;749;399;391.0;0.5;1;[];[];0.0;0.0;0;;;233.30381774902344;;;
10;10;a;751;379;761;407;393.0;2.0;1;[];[];0.0;0.0;0;;;269.30381774902344;;;
11;11;train;776;383;817;398;390.5;2.5;1;[np.float64(1277.0)];[np.float64(4.58509016036993)];167.0;167.0;1;2.1681;2.2531;294.30381774902344;2.21;167.0;167.0
12;12;station.;825;383;894;398;390.5;0.0;1;[np.float64(1290.0)];[np.float64(2.6810474395751953)];533.0;533.0;1;2.074;2.1362;343.30381774902344;2.11;533.0;533.0
13;13;The;902;383;939;399;391.0;0.5;1;[np.float64(1278.0), np.float64(1291.0)];[np.float64(6.56778872013092), np.float64(8.636315822601318)];366.0;258.0;2;2.1169;2.2151;420.30381774902344;2.17;183.0;258.0
14;14;train;946;383;987;398;390.5;0.5;1;[np.float64(1279.0)];[np.float64(0.0)];166.0;166.0;1;2.1574;2.2838;464.30381774902344;2.22;166.0;166.0
15;15;is;996;383;1010;398;390.5;0.0;1;[];[];0.0;0.0;0;;;514.3038177490234;;;
16;16;traveling;1018;383;1098;402;392.5;2.0;1;[np.float64(1280.0)];[np.float64(0.0)];74.0;74.0;1;2.1274;2.3322;536.3038177490234;2.23;74.0;74.0
17;17;down;1107;383;1157;399;391.0;1.5;1;[np.float64(1281.0)];[np.float64(7.1883349418640705)];192.0;192.0;1;2.1342;2.3037;625.3038177490234;2.22;192.0;192.0
18;18;the;1165;383;1194;398;390.5;0.5;1;[];[];0.0;0.0;0;;;683.3038177490234;;;
19;19;tracks,;1202;383;1265;401;392.0;1.5;1;[np.float64(1282.0)];[np.float64(1.4965908527374836)];400.0;400.0;1;2.1317;2.3091;720.3038177490234;2.22;400.0;400.0
20;20;and;529;465;563;481;473.0;81.0;2;[];[];0.0;0.0;0;;;83.14128614068898;;;
21;21;the;571;465;600;481;473.0;0.0;2;[];[];0.0;0.0;0;;;112.47219279468989;;;
22;22;train;608;465;648;481;473.0;0.0;2;[];[];0.0;0.0;0;;;143.62268854701762;;;
23;23;station;657;465;719;481;473.0;0.0;2;[np.float64(1284.0)];[np.float64(13.362874031066951)];208.0;208.0;1;2.0705;2.1484;188.16548781558726;2.11;208.0;208.0
24;24;is;729;465;742;481;473.0;0.0;2;[np.float64(1283.0)];[np.float64(30.799295783042908)];133.0;133.0;1;2.0515;2.1299;256.5813722013687;2.09;133.0;341.0
25;25;situated;750;465;825;481;473.0;0.0;2;[np.float64(1285.0), np.float64(1286.0)];[np.float64(4.591488838195801), np.float64(32.27862310409546)];199.0;133.0;2;2.1474;;276.87860319316167;;99.5;2608.0
26;26;next;834;466;874;481;473.5;0.5;2;[];[];0.0;0.0;0;;;359.06900121312924;;;
27;27;to;881;466;898;481;473.5;0.0;2;[];[];0.0;0.0;0;;;405.28521623740784;;;
28;28;the;906;465;935;481;473.0;0.5;2;[];[];0.0;0.0;0;;;429.77732844333656;;;
29;29;tracks.;943;465;1006;481;473.0;0.0;2;[];[];0.0;0.0;0;;;466.3432582951311;;;
