;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;326;425;362;440;432.5;;1;[];[];0.0;0.0;0;;;730.4075793195611;;;
1;1;predominant;370;425;489;444;434.5;2.0;1;[np.float64(1172.0)];[np.float64(0.0)];267.0;267.0;1;2.221;2.2179;603.5212858668618;2.22;267.0;267.0
2;2;airplane;496;425;571;444;434.5;0.0;1;[np.float64(1173.0)];[np.float64(0.0)];200.0;200.0;1;2.2215;2.1981;521.6241063948736;2.21;200.0;200.0
3;3;on;579;429;602;440;434.5;0.0;1;[];[];0.0;0.0;0;;;490.91714959559624;;;
4;4;display;610;425;676;444;434.5;0.0;1;[np.float64(1174.0)];[np.float64(0.0)];234.0;234.0;1;2.157;2.1682;416.8148021764732;2.16;234.0;234.0
5;5;is;685;425;698;440;432.5;2.0;1;[];[];0.0;0.0;0;;;394.867596719685;;;
6;6;blue,;707;425;751;442;433.5;1.0;1;[np.float64(1175.0)];[np.float64(4.073654842376698)];167.0;167.0;1;2.1282;2.1736;342.0226412513188;2.15;167.0;167.0
7;7;with;760;425;798;440;432.5;1.0;1;[];[];0.0;0.0;0;;;295.2066440523783;;;
8;8;additional;806;425;897;440;432.5;0.0;1;[np.float64(1176.0)];[np.float64(11.160188674926815)];300.0;300.0;1;2.1247;2.1894;196.88128658818857;2.16;300.0;300.0
9;9;stripes;905;425;968;444;434.5;2.0;1;[np.float64(1177.0)];[np.float64(22.21448510033747)];234.0;234.0;1;2.1541;2.2051;127.01215325155599;2.18;234.0;234.0
10;10;in;977;425;991;440;432.5;2.0;1;[];[];0.0;0.0;0;;;104.70526317668528;;;
11;11;red,;1000;425;1034;442;433.5;1.0;1;[];[];0.0;0.0;0;;;64.32422522579388;;;
12;12;white,;1043;425;1098;442;433.5;0.0;1;[np.float64(1178.0)];[np.float64(28.08885390417919)];242.0;242.0;1;2.1882;2.3388;28.08885390417919;2.26;242.0;242.0
13;13;and;1107;425;1141;440;432.5;1.0;1;[];[];0.0;0.0;0;;;31.905844150323233;;;
14;14;green.;1150;429;1209;444;436.5;4.0;1;[];[];0.0;0.0;0;;;66.40111095590103;;;
