;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Can;496;770;533;786;778.0;;1;[];[];0.0;0.0;0;;;459.41592213289084;;;
1;1;you;542;774;574;790;782.0;4.0;1;[];[];0.0;0.0;0;;;418.4117771148682;;;
2;2;find;582;770;615;786;778.0;4.0;1;[];[];0.0;0.0;0;;;377.4168227071709;;;
3;3;the;624;770;652;786;778.0;0.0;1;[np.float64(3447.0)];[np.float64(0.24899864196777344)];200.0;200.0;1;2.828;2.9106;340.4173711135726;2.87;200.0;200.0
4;4;flock;660;770;703;786;778.0;0.0;1;[];[];0.0;0.0;0;;;289.41835686452106;;;
5;5;of;711;770;729;786;778.0;0.0;1;[np.float64(3448.0)];[np.float64(0.0)];333.0;333.0;1;2.8733;3.025;263.41900630020245;2.95;333.0;333.0
6;6;birds;737;770;781;786;778.0;0.0;1;[np.float64(3449.0)];[np.float64(0.0)];234.0;234.0;1;2.8414;2.9995;211.4207843619918;2.92;234.0;234.0
7;7;flying;788;770;837;790;780.0;2.0;1;[np.float64(3450.0)];[np.float64(0.9628086090089027)];267.0;267.0;1;2.8447;3.0111;155.4117771148682;2.93;267.0;267.0
8;8;over;846;774;886;786;780.0;0.0;1;[np.float64(3451.0)];[np.float64(1.666194394856916)];567.0;567.0;1;2.7386;2.886;106.42967098566787;2.81;567.0;567.0
9;9;the;893;770;922;786;778.0;2.0;1;[np.float64(3452.0)];[np.float64(0.0)];133.0;133.0;1;2.65;2.7685;70.43881681180487;2.71;133.0;133.0
10;10;cloudy;930;770;990;790;780.0;2.0;1;[np.float64(3453.0)];[np.float64(2.411777114868187)];167.0;167.0;1;2.6299;2.71;2.411777114868187;2.67;167.0;167.0
11;11;sky?;999;770;1039;790;780.0;0.0;1;[];[];0.0;0.0;0;;;6.588222885131813;;;
