;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;250;261;286;276;268.5;;1;[];[];0.0;0.0;0;;;580.1634665447896;;;
1;1;image;294;261;351;280;270.5;2.0;1;[];[];0.0;0.0;0;;;524.4245151841508;;;
2;2;features;358;261;436;276;268.5;2.0;1;[np.float64(2626.0)];[np.float64(3.376018810272228)];166.0;166.0;1;2.7884;2.8659;461.571293747506;2.83;166.0;166.0
3;3;a;444;265;455;276;270.5;2.0;1;[];[];0.0;0.0;0;;;447.895588252687;;;
4;4;man;463;265;502;276;270.5;0.0;1;[np.float64(2627.0)];[np.float64(3.4696826934813885)];133.0;133.0;1;2.7373;2.8312;415.8674791121294;2.78;133.0;133.0
5;5;and;511;261;545;276;268.5;2.0;1;[];[];0.0;0.0;0;;;389.2370803961361;;;
6;6;a;553;265;563;276;270.5;2.0;1;[];[];0.0;0.0;0;;;378.98352749311624;;;
7;7;young;571;265;629;280;272.5;2.0;1;[np.float64(2628.0)];[np.float64(1.8141324996948356)];167.0;167.0;1;2.7309;2.8309;343.1928433587253;2.78;167.0;167.0
8;8;boy;638;261;671;280;270.5;2.0;1;[];[];0.0;0.0;0;;;327.8195889452319;;;
9;9;sitting;679;261;734;280;270.5;0.0;1;[np.float64(2629.0)];[np.float64(0.0)];234.0;234.0;1;2.7629;2.8456;314.0178587940216;2.8;234.0;234.0
10;10;at;743;261;760;276;268.5;2.0;1;[];[];0.0;0.0;0;;;315.87058681754746;;;
11;11;a;767;265;778;276;270.5;2.0;1;[];[];0.0;0.0;0;;;315.6109187262399;;;
12;12;table,;786;261;837;279;270.0;0.5;1;[np.float64(2630.0)];[np.float64(3.8588202748547453)];133.0;133.0;1;2.7865;2.8528;312.88925633388897;2.82;133.0;133.0
13;13;enjoying;846;261;925;280;270.5;0.5;1;[np.float64(2631.0)];[np.float64(0.0)];167.0;167.0;1;2.7969;2.8622;320.0919077563713;2.83;167.0;167.0
14;14;a;933;265;943;276;270.5;0.0;1;[];[];0.0;0.0;0;;;353.9386886369464;;;
15;15;meal;952;261;996;276;268.5;2.0;1;[np.float64(2632.0)];[np.float64(0.0)];133.0;133.0;1;2.8104;2.8697;362.93387011756744;2.84;133.0;133.0
16;16;together.;1004;261;1088;280;270.5;2.0;1;[np.float64(2633.0)];[np.float64(0.7149503231049152)];133.0;133.0;1;2.8154;2.8606;388.0107678645592;2.84;133.0;133.0
17;17;The;1097;261;1133;276;268.5;2.0;1;[];[];0.0;0.0;0;;;452.45160883094667;;;
18;18;man;1142;265;1181;276;270.5;2.0;1;[np.float64(2634.0)];[np.float64(21.12117185592649)];166.0;166.0;1;2.82;2.8554;485.7108005009316;2.84;166.0;166.0
19;19;is;1190;261;1203;276;268.5;2.0;1;[];[];0.0;0.0;0;;;523.1268233791583;;;
20;20;holding;1212;261;1279;280;270.5;2.0;1;[np.float64(2635.0)];[np.float64(12.389196395874023)];133.0;133.0;1;2.8247;2.8554;538.5103090743972;2.84;133.0;133.0
