;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;257;342;293;358;350.0;;1;[];[];0.0;0.0;0;;;456.89657704974985;;;
1;1;purple;302;342;360;362;352.0;2.0;1;[];[];0.0;0.0;0;;;391.05800984527707;;;
2;2;color;368;342;414;358;350.0;2.0;1;[];[];0.0;0.0;0;;;340.5990754976707;;;
3;3;image;422;342;478;362;352.0;2.0;1;[np.float64(3181.0)];[np.float64(25.674005404462413)];200.0;200.0;1;2.8625;2.9291;279.17220746242486;2.9;200.0;200.0
4;4;shows;486;342;546;358;350.0;2.0;1;[np.float64(3182.0)];[np.float64(35.35102806091311)];167.0;167.0;1;2.8722;2.9693;219.60294952681133;2.92;167.0;167.0
5;5;a;555;346;565;358;352.0;2.0;1;[];[];0.0;0.0;0;;;203.31727887199887;;;
6;6;woman;573;346;641;358;352.0;0.0;1;[np.float64(3183.0)];[np.float64(37.314132118225075)];167.0;167.0;1;2.9204;3.021;144.94053151575596;2.97;167.0;167.0
7;7;standing;649;342;730;362;352.0;0.0;1;[np.float64(3184.0)];[np.float64(26.33695673942566)];200.0;200.0;1;2.9241;3.0334;105.02664815310067;2.98;200.0;200.0
8;8;on;738;346;760;358;352.0;0.0;1;[];[];0.0;0.0;0;;;108.81661521934448;;;
9;9;top;768;343;797;362;352.5;0.5;1;[np.float64(3185.0)];[np.float64(26.882160716717067)];200.0;200.0;1;2.916;3.0095;109.36872366610596;2.96;200.0;200.0
10;10;of;805;342;823;358;350.0;2.5;1;[];[];0.0;0.0;0;;;128.44226824361093;;;
11;11;a;830;346;840;358;352.0;2.0;1;[];[];0.0;0.0;0;;;143.29991007741026;;;
12;12;mountain,;849;342;941;360;351.0;1.0;1;[];[];0.0;0.0;0;;;154.945431960848;;;
13;13;holding;950;342;1018;362;352.0;1.0;1;[];[];0.0;0.0;0;;;237.61342310698822;;;
14;14;a;1026;346;1036;358;352.0;0.0;1;[];[];0.0;0.0;0;;;309.0379526986521;;;
15;15;book.;1045;342;1095;358;350.0;2.0;1;[np.float64(3186.0)];[np.float64(4.913565635681152)];167.0;167.0;1;2.9018;2.96;326.88976223677184;2.93;167.0;167.0
16;16;She;1105;342;1141;358;350.0;0.0;1;[];[];0.0;0.0;0;;;383.98800990542094;;;
17;17;has;1150;342;1182;358;350.0;0.0;1;[];[];0.0;0.0;0;;;427.3338250982011;;;
18;18;long;1191;342;1230;362;352.0;2.0;1;[np.float64(3187.0)];[np.float64(4.09658212661742)];334.0;334.0;1;2.9325;2.9953;466.1835873800528;2.96;334.0;334.0
19;19;hair;1238;342;1273;358;350.0;2.0;1;[];[];0.0;0.0;0;;;512.9230106754795;;;
20;20;and;263;425;297;440;432.5;82.5;2;[];[];0.0;0.0;0;;;440.56750267714875;;;
21;21;wears;305;429;362;440;434.5;2.0;2;[];[];0.0;0.0;0;;;375.708782306746;;;
22;22;a;364;421;374;448;434.5;0.0;2;[];[];0.0;0.0;0;;;363.2383693427834;;;
23;23;black;389;425;438;440;432.5;2.0;2;[np.float64(3188.0)];[np.float64(23.083813858032272)];166.0;166.0;1;2.8583;3.0152;299.95154757155956;2.94;166.0;166.0
24;24;dress;446;425;498;440;432.5;0.0;2;[];[];0.0;0.0;0;;;240.25154731340638;;;
25;25;with;505;425;543;440;432.5;0.0;2;[];[];0.0;0.0;0;;;195.59706620606616;;;
26;26;white;551;425;601;440;432.5;0.0;2;[];[];0.0;0.0;0;;;138.37301603926323;;;
27;27;sleeves.;609;425;687;440;432.5;0.0;2;[];[];0.0;0.0;0;;;56.51471081594553;;;
28;28;The;696;425;732;440;432.5;0.0;2;[];[];0.0;0.0;0;;;27.227171365094808;;;
29;29;background;741;425;852;444;434.5;2.0;2;[np.float64(3190.0)];[np.float64(23.201822030458665)];234.0;234.0;1;2.8909;3.0138;23.201822030458665;2.95;234.0;234.0
30;30;appears;860;429;937;444;436.5;2.0;2;[np.float64(3189.0)];[np.float64(17.37390518188471)];200.0;200.0;1;2.8654;2.9523;125.34183985841536;2.91;200.0;434.0
31;31;to;945;425;962;440;432.5;4.0;2;[];[];0.0;0.0;0;;;209.9675580917995;;;
32;32;be;970;425;992;440;432.5;0.0;2;[];[];0.0;0.0;0;;;234.78463196653942;;;
33;33;a;1000;429;1010;440;434.5;2.0;2;[];[];0.0;0.0;0;;;264.61058360469934;;;
34;34;dark;1019;425;1059;440;432.5;2.0;2;[];[];0.0;0.0;0;;;283.5193492561989;;;
35;35;forest;1067;425;1121;440;432.5;0.0;2;[];[];0.0;0.0;0;;;331.335361045857;;;
36;36;or;1129;429;1148;440;434.5;2.0;2;[];[];0.0;0.0;0;;;393.1640782317622;;;
37;37;a;1155;429;1165;440;434.5;0.0;2;[];[];0.0;0.0;0;;;419.1073111826213;;;
38;38;deep;1173;425;1220;444;434.5;0.0;2;[];[];0.0;0.0;0;;;436.8448525919726;;;
39;39;blue;1228;425;1267;440;432.5;2.0;2;[];[];0.0;0.0;0;;;491.9799653645325;;;
40;40;sky.;749;506;786;526;516.0;83.5;3;[];[];0.0;0.0;0;;;41.06015600293584;;;
