;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;247;179;284;194;186.5;;1;[];[];0.0;0.0;0;;;672.5094007442975;;;
1;1;man;292;183;331;194;188.5;2.0;1;[np.float64(1859.0)];[np.float64(24.225809940078598)];333.0;333.0;1;2.9233;2.9967;639.7473939221891;2.96;333.0;333.0
2;2;in;340;179;354;194;186.5;2.0;1;[];[];0.0;0.0;0;;;624.3780973651598;;;
3;3;the;362;179;392;194;186.5;0.0;1;[];[];0.0;0.0;0;;;600.055318155741;;;
4;4;image;400;179;456;198;188.5;2.0;1;[np.float64(1860.0)];[np.float64(8.97880681905207)];200.0;200.0;1;2.8076;2.8783;559.1875143450503;2.84;200.0;200.0
5;5;is;465;179;478;194;186.5;2.0;1;[];[];0.0;0.0;0;;;550.753908953887;;;
6;6;snowboarding;487;179;620;198;188.5;2.0;1;[np.float64(1861.0)];[np.float64(11.638939619064274)];200.0;200.0;1;2.8281;2.8672;488.1387696760375;2.85;200.0;200.0
7;7;down;628;179;678;194;186.5;2.0;1;[np.float64(1862.0), np.float64(1864.0)];[np.float64(14.790957629680634), np.float64(12.178444743156433)];266.0;133.0;2;2.7973;2.8341;478.1050938255494;2.82;133.0;133.0
8;8;a;687;183;697;194;188.5;2.0;1;[];[];0.0;0.0;0;;;475.0207036864422;;;
9;9;snow-covered;705;179;839;194;186.5;2.0;1;[np.float64(1863.0), np.float64(1865.0), np.float64(1866.0)];[np.float64(10.746757415624757), np.float64(12.228092432022038), np.float64(6.044194255556391)];901.0;434.0;3;2.7825;2.7857;470.1480815070016;2.78;300.3333;1034.0
10;10;slope,;848;179;903;198;188.5;2.0;1;[np.float64(1867.0)];[np.float64(0.0)];234.0;234.0;1;2.7313;2.7174;473.5036607321422;2.72;234.0;234.0
11;11;holding;913;179;980;198;188.5;0.0;1;[];[];0.0;0.0;0;;;489.1200934267306;;;
12;12;a;988;183;998;194;188.5;0.0;1;[];[];0.0;0.0;0;;;520.4124615519513;;;
13;13;large;1007;179;1053;198;188.5;0.0;1;[np.float64(1868.0)];[np.float64(13.126085948944137)];167.0;167.0;1;2.856;2.7937;525.2848119595031;2.82;167.0;167.0
14;14;red;1062;179;1090;194;186.5;2.0;1;[np.float64(1869.0)];[np.float64(14.057523775471315)];500.0;500.0;1;2.7962;2.7661;556.1738368250732;2.78;500.0;500.0
15;15;axe;1099;183;1132;194;188.5;2.0;1;[];[];0.0;0.0;0;;;576.7897711331261;;;
16;16;or;1140;183;1159;194;188.5;0.0;1;[];[];0.0;0.0;0;;;601.4703946572632;;;
17;17;a;1163;175;1170;202;188.5;0.0;1;[];[];0.0;0.0;0;;;609.9947104558828;;;
18;18;long;1185;179;1223;198;188.5;0.0;1;[np.float64(1870.0)];[np.float64(10.153316879272467)];167.0;167.0;1;2.7614;2.7469;627.5418223614637;2.75;167.0;167.0
19;19;stick.;1232;179;1280;194;186.5;2.0;1;[np.float64(1871.0)];[np.float64(19.103954792022705)];134.0;134.0;1;2.7552;2.7223;662.7637266821272;2.74;134.0;134.0
20;20;He;278;261;303;276;268.5;82.0;2;[];[];0.0;0.0;0;;;603.3048954808266;;;
21;21;is;312;261;325;276;268.5;0.0;2;[];[];0.0;0.0;0;;;586.6334496835872;;;
22;22;wearing;333;261;407;280;270.5;2.0;2;[np.float64(1872.0), np.float64(1873.0)];[np.float64(0.0), np.float64(2.0460062026978107)];366.0;100.0;2;2.758;2.8711;525.0104863393965;2.81;183.0;366.0
23;23;a;411;257;421;284;270.5;0.0;2;[];[];0.0;0.0;0;;;512.5959900255269;;;
24;24;plaid;435;261;478;280;270.5;0.0;2;[np.float64(1874.0)];[np.float64(5.4563970565797035)];266.0;266.0;1;2.7468;2.8229;479.43758531093715;2.78;266.0;266.0
25;25;shirt;486;261;527;276;268.5;2.0;2;[np.float64(1875.0)];[np.float64(0.0)];300.0;300.0;1;2.7193;2.802;455.23396504078664;2.76;300.0;300.0
26;26;and;534;261;568;276;268.5;0.0;2;[];[];0.0;0.0;0;;;435.2173692445145;;;
27;27;appears;577;265;653;280;272.5;4.0;2;[np.float64(1876.0)];[np.float64(0.6949749200240376)];767.0;767.0;1;2.7661;2.7975;400.10396668677157;2.78;767.0;767.0
