;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;473;770;522;786;778.0;;1;[];[];0.0;0.0;0;;;503.04713439941406;;;
1;1;is;531;770;544;786;778.0;0.0;1;[];[];0.0;0.0;0;;;481.04713439941406;;;
2;2;the;552;770;580;786;778.0;0.0;1;[];[];0.0;0.0;0;;;445.04713439941406;;;
3;3;full;588;770;615;786;778.0;0.0;1;[np.float64(3224.0)];[np.float64(1.4682938718259175)];133.0;133.0;1;2.9812;3.0389;410.04713439941406;3.01;133.0;133.0
4;4;name;624;774;675;786;780.0;2.0;1;[np.float64(3225.0)];[np.float64(4.857931664078194)];166.0;166.0;1;2.9712;3.0608;350.04713439941406;3.02;166.0;166.0
5;5;of;683;770;701;786;778.0;2.0;1;[];[];0.0;0.0;0;;;324.04713439941406;;;
6;6;the;708;770;736;786;778.0;0.0;1;[];[];0.0;0.0;0;;;289.04713439941406;;;
7;7;institute;745;770;818;786;778.0;0.0;1;[np.float64(3226.0)];[np.float64(5.515354735510641)];233.0;233.0;1;2.9805;3.0736;207.04713439941406;3.03;233.0;233.0
8;8;mentioned;827;770;925;786;778.0;0.0;1;[np.float64(3227.0)];[np.float64(0.0)];267.0;267.0;1;3.0058;3.06;100.04713439941406;3.03;267.0;267.0
9;9;in;934;770;948;786;778.0;0.0;1;[];[];0.0;0.0;0;;;77.04713439941406;;;
10;10;the;956;770;985;786;778.0;0.0;1;[];[];0.0;0.0;0;;;40.04713439941406;;;
11;11;image?;994;770;1062;790;780.0;2.0;1;[np.float64(3228.0), np.float64(3249.0)];[np.float64(3.798574209213257), np.float64(0.0)];334.0;134.0;2;2.9233;2.9908;0.0;2.96;167.0;334.0
