;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;259;261;296;276;268.5;;1;[];[];0.0;0.0;0;;;510.6214463607424;;;
1;1;bedroom;304;261;387;276;268.5;0.0;1;[np.float64(1940.0)];[np.float64(56.82912397384638)];100.0;100.0;1;3.5929;3.9419;420.82797597901356;3.77;100.0;100.0
2;2;in;395;261;410;276;268.5;0.0;1;[];[];0.0;0.0;0;;;398.21965220587765;;;
3;3;the;418;261;447;276;268.5;0.0;1;[np.float64(1941.0)];[np.float64(65.4985073449782)];167.0;167.0;1;3.6801;4.0103;361.95331344479155;3.85;167.0;167.0
4;4;image;455;261;512;280;270.5;2.0;1;[np.float64(1942.0)];[np.float64(51.90910053253174)];100.0;100.0;1;3.7145;4.0703;297.696008268511;3.89;100.0;100.0
5;5;has;520;261;553;276;268.5;2.0;1;[np.float64(1943.0)];[np.float64(70.68850687571933)];234.0;234.0;1;3.7528;4.0882;259.20576562547325;3.92;234.0;234.0
6;6;a;561;265;571;276;270.5;2.0;1;[];[];0.0;0.0;0;;;242.03684359536848;;;
7;7;modern;580;261;650;276;268.5;2.0;1;[np.float64(1944.0)];[np.float64(67.81042563915247)];133.0;133.0;1;3.7329;4.0943;168.74523516606757;3.91;133.0;133.0
8;8;and;659;261;693;276;268.5;0.0;1;[];[];0.0;0.0;0;;;131.65737987918433;;;
9;9;stylish;701;261;761;280;270.5;2.0;1;[];[];0.0;0.0;0;;;81.71339357380265;;;
10;10;appearance,;769;265;887;280;272.5;2.0;1;[];[];0.0;0.0;0;;;71.22560424804686;;;
11;11;featuring;896;261;979;280;270.5;2.0;1;[];[];0.0;0.0;0;;;118.69546798532535;;;
12;12;a;987;265;998;276;270.5;0.0;1;[];[];0.0;0.0;0;;;200.5899868819389;;;
13;13;large;1006;261;1052;280;270.5;0.0;1;[];[];0.0;0.0;0;;;216.9738301959117;;;
14;14;bed;1061;261;1094;276;268.5;2.0;1;[];[];0.0;0.0;0;;;270.61589432012886;;;
15;15;with;1102;261;1140;276;268.5;0.0;1;[];[];0.0;0.0;0;;;310.20940188714656;;;
16;16;white;1148;261;1198;276;268.5;0.0;1;[];[];0.0;0.0;0;;;355.01166895178966;;;
17;17;pillows;1206;261;1270;280;270.5;2.0;1;[];[];0.0;0.0;0;;;411.16626257527344;;;
18;18;and;295;342;329;358;350.0;79.5;2;[];[];0.0;0.0;0;;;472.049868774414;;;
19;19;a;338;346;348;358;352.0;2.0;2;[];[];0.0;0.0;0;;;453.049868774414;;;
20;20;white;356;342;406;358;350.0;2.0;2;[];[];0.0;0.0;0;;;395.049868774414;;;
21;21;comforter.;414;342;510;358;350.0;0.0;2;[np.float64(1945.0), np.float64(1955.0)];[np.float64(0.0), np.float64(2.5079426765442463)];159.0;67.0;2;3.6968;4.096;291.049868774414;3.9;79.5;67.0
22;22;The;518;342;555;358;350.0;0.0;2;[];[];0.0;0.0;0;;;246.049868774414;;;
23;23;room;563;346;610;358;352.0;2.0;2;[np.float64(1956.0)];[np.float64(11.4301438331604)];233.0;233.0;1;3.6219;4.0533;191.049868774414;3.84;233.0;233.0
24;24;is;618;342;632;358;350.0;2.0;2;[];[];0.0;0.0;0;;;169.049868774414;;;
25;25;dimly;640;342;689;362;352.0;2.0;2;[np.float64(1946.0), np.float64(1957.0)];[np.float64(3.931602358818054), np.float64(14.4241304397583)];467.0;267.0;2;3.7036;4.0866;112.049868774414;3.9;233.5;267.0
26;26;lit,;698;342;717;360;351.0;1.0;2;[np.float64(1947.0)];[np.float64(9.631786823272705)];200.0;200.0;1;3.838;4.1853;84.049868774414;4.01;200.0;200.0
