;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;247;179;284;194;186.5;;1;[];[];0.0;0.0;0;;;639.9499826018665;;;
1;1;man;292;183;331;194;188.5;2.0;1;[];[];0.0;0.0;0;;;609.1148889219378;;;
2;2;in;340;179;354;194;186.5;2.0;1;[np.float64(744.0)];[np.float64(14.860295196377368)];166.0;166.0;1;2.9773;3.2527;594.7967435435036;3.12;166.0;166.0
3;3;the;362;179;392;194;186.5;0.0;1;[];[];0.0;0.0;0;;;572.3821736918485;;;
4;4;image;400;179;456;198;188.5;2.0;1;[np.float64(745.0), np.float64(746.0)];[np.float64(17.21360453667665), np.float64(20.910719399036225)];433.0;233.0;2;3.0587;3.2869;535.1030987304667;3.17;216.5;433.0
5;5;is;465;179;478;194;186.5;2.0;1;[];[];0.0;0.0;0;;;528.2774254989718;;;
6;6;snowboarding;487;179;620;198;188.5;2.0;1;[np.float64(747.0), np.float64(748.0)];[np.float64(17.94853377342224), np.float64(14.727533340454102)];299.0;66.0;2;3.1155;3.3509;477.0182884515912;3.23;149.5;299.0
7;7;down;628;179;678;194;186.5;2.0;1;[];[];0.0;0.0;0;;;472.6344080938087;;;
8;8;a;687;183;697;194;188.5;2.0;1;[np.float64(749.0)];[np.float64(14.64718654384963)];300.0;300.0;1;3.1537;3.3819;471.4375642959621;3.27;300.0;300.0
9;9;snow-covered;705;179;839;194;186.5;2.0;1;[np.float64(750.0), np.float64(751.0)];[np.float64(12.869175577163702), np.float64(12.15211939811698)];433.0;166.0;2;3.1591;3.386;471.0031280517578;3.27;216.5;433.0
10;10;slope,;848;179;903;198;188.5;2.0;1;[np.float64(752.0)];[np.float64(2.932349241599284)];234.0;234.0;1;3.1251;3.3364;484.9655320729295;3.23;234.0;234.0
11;11;holding;913;179;980;198;188.5;0.0;1;[np.float64(753.0), np.float64(761.0)];[np.float64(4.359642028808594), np.float64(1.612439836774513)];434.0;200.0;2;3.1261;3.3715;506.37545068955274;3.25;217.0;200.0
12;12;a;988;183;998;194;188.5;0.0;1;[];[];0.0;0.0;0;;;543.2844228568016;;;
13;13;large;1007;179;1053;198;188.5;0.0;1;[np.float64(754.0), np.float64(758.0)];[np.float64(0.0), np.float64(0.0)];367.0;200.0;2;3.1371;3.3368;549.5962449012533;3.24;183.5;200.0
14;14;red;1062;179;1090;194;186.5;2.0;1;[np.float64(757.0)];[np.float64(3.0850963592529297)];167.0;167.0;1;3.113;3.3365;583.7013576522864;3.22;167.0;334.0
15;15;axe;1099;183;1132;194;188.5;2.0;1;[np.float64(755.0), np.float64(759.0)];[np.float64(0.0), np.float64(0.0)];933.0;66.0;2;3.1643;3.3621;606.2911267108068;3.26;466.5;66.0
16;16;or;1140;183;1159;194;188.5;0.0;1;[];[];0.0;0.0;0;;;632.9097176057926;;;
17;17;a;1163;175;1170;202;188.5;0.0;1;[np.float64(756.0)];[np.float64(0.0)];300.0;300.0;1;3.1056;3.2938;642.7121274836719;3.2;300.0;1501.0
18;18;long;1185;179;1223;198;188.5;0.0;1;[];[];0.0;0.0;0;;;660.9815359262782;;;
19;19;stick.;1232;179;1280;194;186.5;2.0;1;[np.float64(760.0)];[np.float64(0.09920501708984375)];267.0;267.0;1;3.1924;3.4238;697.7303085964743;3.31;267.0;501.0
20;20;He;278;261;303;276;268.5;82.0;2;[np.float64(762.0)];[np.float64(6.869479179382324)];333.0;333.0;1;3.0349;3.393;568.2548376800372;3.21;333.0;333.0
21;21;is;312;261;325;276;268.5;0.0;2;[np.float64(763.0)];[np.float64(4.268039722947145)];167.0;167.0;1;2.9815;3.3082;552.4230693438005;3.14;167.0;167.0
22;22;wearing;333;261;407;280;270.5;2.0;2;[];[];0.0;0.0;0;;;494.4418905614494;;;
23;23;a;411;257;421;284;270.5;0.0;2;[np.float64(764.0)];[np.float64(1.4928028242928235)];234.0;234.0;1;2.9617;3.2483;482.61599154724627;3.1;234.0;234.0
24;24;plaid;435;261;478;280;270.5;0.0;2;[np.float64(765.0)];[np.float64(12.274127101898216)];333.0;333.0;1;2.9582;3.2112;453.27750911215446;3.08;333.0;333.0
25;25;shirt;486;261;527;276;268.5;2.0;2;[np.float64(766.0)];[np.float64(14.881638336181595)];166.0;166.0;1;2.9716;3.2386;433.02719939954386;3.11;166.0;166.0
26;26;and;534;261;568;276;268.5;0.0;2;[];[];0.0;0.0;0;;;416.6465357247037;;;
27;27;appears;577;265;653;280;272.5;4.0;2;[np.float64(767.0), np.float64(768.0)];[np.float64(11.295139089416272), np.float64(6.89516935348513)];332.0;166.0;2;3.0349;3.2822;390.324819876327;3.16;166.0;332.0
28;28;to;661;261;678;276;268.5;4.0;2;[];[];0.0;0.0;0;;;390.9766881972589;;;
29;29;be;687;261;709;276;268.5;0.0;2;[np.float64(769.0), np.float64(771.0)];[np.float64(8.2068514823913), np.float64(3.933955601283458)];533.0;300.0;2;3.0317;3.2878;389.0902707009813;3.16;266.5;300.0
