;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;457;425;493;440;432.5;;1;[];[];0.0;0.0;0;;;332.29404775910706;;;
1;1;name;502;429;553;440;434.5;2.0;1;[np.float64(3333.0)];[np.float64(6.919782372883446)];234.0;234.0;1;2.9873;3.2288;272.385838107618;3.11;234.0;234.0
2;2;of;561;425;579;440;432.5;2.0;1;[np.float64(3334.0)];[np.float64(3.6039037544393704)];267.0;267.0;1;2.9644;3.2378;246.30206102218915;3.1;267.0;267.0
3;3;the;586;425;615;440;432.5;0.0;1;[np.float64(3335.0)];[np.float64(5.311204267689012)];133.0;133.0;1;2.9611;3.2427;210.30736122206548;3.1;133.0;133.0
4;4;school;623;425;684;440;432.5;0.0;1;[np.float64(3336.0)];[np.float64(0.0)];166.0;166.0;1;2.9537;3.2607;141.3250671854589;3.11;166.0;166.0
5;5;mentioned;693;425;791;440;432.5;0.0;1;[np.float64(3337.0), np.float64(3338.0)];[np.float64(0.0), np.float64(0.0)];366.0;266.0;2;2.9502;3.2177;34.49289162798907;3.08;183.0;366.0
6;6;in;800;425;814;440;432.5;0.0;1;[];[];0.0;0.0;0;;;11.928497381854408;;;
7;7;the;822;425;851;440;432.5;0.0;1;[np.float64(3339.0), np.float64(3346.0)];[np.float64(0.0), np.float64(3.905303096771263)];467.0;267.0;2;2.9489;3.2423;3.905303096771263;3.1;233.5;267.0
8;8;image;860;425;916;444;434.5;2.0;1;[np.float64(3340.0)];[np.float64(0.0)];233.0;233.0;1;2.9287;3.163;34.9477896818429;3.05;233.0;233.0
9;9;is;925;425;938;440;432.5;2.0;1;[];[];0.0;0.0;0;;;99.80533663614159;;;
10;10;Witch;946;425;999;440;432.5;0.0;1;[np.float64(3341.0), np.float64(3342.0), np.float64(3344.0)];[np.float64(0.0), np.float64(0.799227905273483), np.float64(0.0)];867.0;100.0;3;2.9372;3.1666;120.79204895725879;3.05;289.0;433.0
11;11;School.;1008;425;1078;440;432.5;0.0;1;[np.float64(3343.0), np.float64(3345.0)];[np.float64(0.0), np.float64(0.0)];400.0;100.0;2;2.9855;3.2299;182.77062920137317;3.11;200.0;1034.0
