;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Can;496;770;533;786;778.0;;1;[];[];0.0;0.0;0;;;493.9343727111818;;;
1;1;you;542;774;574;790;782.0;4.0;1;[np.float64(4772.0), np.float64(4775.0)];[np.float64(0.0), np.float64(14.602678871154694)];233.0;100.0;2;2.8465;3.0397;452.9343727111818;2.94;116.5;100.0
2;2;find;582;770;615;786;778.0;4.0;1;[np.float64(4776.0)];[np.float64(0.0)];233.0;233.0;1;2.922;3.1343;411.9343727111818;3.03;233.0;233.0
3;3;the;624;770;652;786;778.0;0.0;1;[np.float64(4773.0), np.float64(4777.0)];[np.float64(0.12951583862297866), np.float64(0.0)];434.0;267.0;2;2.872;3.0901;374.9343727111818;2.98;217.0;800.0
4;4;flock;660;770;703;786;778.0;0.0;1;[np.float64(4778.0)];[np.float64(0.0)];233.0;233.0;1;2.8518;3.1705;323.9343727111818;3.01;233.0;233.0
5;5;of;711;770;729;786;778.0;0.0;1;[];[];0.0;0.0;0;;;297.9343727111818;;;
6;6;birds;737;770;781;786;778.0;0.0;1;[np.float64(4779.0)];[np.float64(0.0)];567.0;567.0;1;2.9138;3.1951;245.93437271118182;3.05;567.0;567.0
7;7;flying;788;770;837;790;780.0;2.0;1;[np.float64(4780.0), np.float64(4783.0), np.float64(4784.0)];[np.float64(0.0), np.float64(0.6471373254601076), np.float64(0.0)];701.0;167.0;3;2.8604;3.1469;189.93437271118182;3.0;233.6667;701.0
8;8;over;846;774;886;786;780.0;0.0;1;[];[];0.0;0.0;0;;;140.93437271118182;;;
9;9;the;893;770;922;786;778.0;2.0;1;[np.float64(4785.0)];[np.float64(0.0)];400.0;400.0;1;2.8592;3.0934;104.93437271118182;2.98;400.0;400.0
10;10;cloudy;930;770;990;790;780.0;2.0;1;[np.float64(4786.0)];[np.float64(0.0)];234.0;234.0;1;2.8101;3.094;36.93437271118182;2.95;234.0;234.0
11;11;sky?;999;770;1039;790;780.0;0.0;1;[np.float64(4787.0)];[np.float64(0.0)];100.0;100.0;1;2.8746;3.1509;0.0;3.01;100.0;100.0
