;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;497;770;546;786;778.0;;1;[];[];0.0;0.0;0;;;427.23708232896166;;;
1;1;is;555;770;568;786;778.0;0.0;1;[np.float64(3225.0)];[np.float64(2.850555419921875)];200.0;200.0;1;3.4446;3.7497;405.24038255152817;3.6;200.0;200.0
2;2;the;576;770;604;786;778.0;0.0;1;[];[];0.0;0.0;0;;;369.2466311238461;;;
3;3;name;613;774;664;786;780.0;2.0;1;[np.float64(3226.0)];[np.float64(0.0)];233.0;233.0;1;3.4137;3.6981;309.2602779310295;3.56;233.0;233.0
4;4;of;673;770;690;786;778.0;2.0;1;[np.float64(3227.0)];[np.float64(0.6003243582589448)];233.0;233.0;1;3.3352;3.6094;283.26798671958517;3.47;233.0;233.0
5;5;the;697;770;726;786;778.0;0.0;1;[];[];0.0;0.0;0;;;247.28133622650913;;;
6;6;school;735;770;794;786;778.0;0.0;1;[np.float64(3228.0)];[np.float64(3.942140579223633)];200.0;200.0;1;3.3175;3.6162;179.3211740897457;3.47;200.0;200.0
7;7;mentioned;803;770;901;786;778.0;0.0;1;[np.float64(3229.0)];[np.float64(0.21971683502204087)];166.0;166.0;1;3.3104;3.6414;72.53521144358854;3.48;166.0;166.0
8;8;in;910;770;924;786;778.0;0.0;1;[np.float64(3230.0)];[np.float64(4.350803977117537)];166.0;166.0;1;3.3019;3.602;49.70158395737657;3.45;166.0;166.0
9;9;the;932;770;961;786;778.0;0.0;1;[];[];0.0;0.0;0;;;14.149268844504535;;;
10;10;image?;970;770;1038;790;780.0;2.0;1;[np.float64(3231.0)];[np.float64(3.206921100616455)];141.0;141.0;1;3.4005;3.6573;3.206921100616455;3.53;141.0;141.0
