;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;473;770;522;786;778.0;;1;[np.float64(3132.0)];[np.float64(2.9582376956939243)];133.0;133.0;1;3.0061;3.2811;498.2033386230469;3.14;133.0;133.0
1;1;is;530;770;543;786;778.0;0.0;1;[];[];0.0;0.0;0;;;477.2033386230469;;;
2;2;the;551;770;580;786;778.0;0.0;1;[];[];0.0;0.0;0;;;440.2033386230469;;;
3;3;title;588;770;620;786;778.0;0.0;1;[np.float64(3052.0)];[np.float64(0.0)];167.0;167.0;1;2.898;3.0382;400.2033386230469;2.97;167.0;167.0
4;4;of;629;770;646;786;778.0;0.0;1;[];[];0.0;0.0;0;;;374.2033386230469;;;
5;5;the;653;770;682;786;778.0;0.0;1;[np.float64(3053.0)];[np.float64(1.255727439239369)];134.0;134.0;1;2.83;2.975;338.2033386230469;2.9;134.0;134.0
6;6;book;691;770;735;786;778.0;0.0;1;[np.float64(3054.0), np.float64(3133.0)];[np.float64(0.0), np.float64(10.086323976516837)];434.0;267.0;2;2.9146;3.1416;285.2033386230469;3.03;217.0;267.0
7;7;or;743;774;761;786;780.0;2.0;1;[];[];0.0;0.0;0;;;259.2033386230469;;;
8;8;study;769;770;818;790;780.0;0.0;1;[np.float64(3055.0)];[np.float64(0.0)];567.0;567.0;1;2.8105;3.0138;202.20333862304688;2.91;567.0;567.0
9;9;mentioned;827;770;925;786;778.0;2.0;1;[np.float64(3056.0), np.float64(3134.0)];[np.float64(2.04050692830765), np.float64(1.6698894023895718)];299.0;233.0;2;2.9472;3.1621;95.20333862304688;3.05;149.5;233.0
10;10;in;934;770;948;786;778.0;0.0;1;[np.float64(3057.0)];[np.float64(3.472310686111655)];166.0;166.0;1;2.7948;3.0096;72.20333862304688;2.9;166.0;166.0
11;11;the;956;770;985;786;778.0;0.0;1;[];[];0.0;0.0;0;;;35.203338623046875;;;
12;12;image?;994;770;1062;790;780.0;2.0;1;[np.float64(3058.0), np.float64(3059.0), np.float64(3135.0)];[np.float64(1.1595377445221402), np.float64(0.0), np.float64(0.0)];400.0;200.0;3;2.9213;3.1014;0.0;3.01;133.3333;766.0
