;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;378;425;415;440;432.5;;1;[];[];0.0;0.0;0;;;359.5393642072089;;;
1;1;man;423;429;462;440;434.5;2.0;1;[];[];0.0;0.0;0;;;312.54035121752537;;;
2;2;is;471;425;485;440;432.5;2.0;1;[];[];0.0;0.0;0;;;289.5409509936388;;;
3;3;performing;494;425;594;444;434.5;2.0;1;[np.float64(2271.0), np.float64(2272.0)];[np.float64(5.850091981887829), np.float64(0.9948602199554557)];199.0;66.0;2;4.0163;4.4917;180.53280080159493;4.25;99.5;199.0
4;4;a;599;421;608;448;434.5;0.0;1;[];[];0.0;0.0;0;;;166.53280080159493;;;
5;5;trick;621;425;660;440;432.5;2.0;1;[np.float64(2273.0)];[np.float64(14.656940984725964)];234.0;234.0;1;4.0619;4.5321;114.55340248871931;4.3;234.0;234.0
6;6;on;668;429;690;440;434.5;2.0;1;[];[];0.0;0.0;0;;;84.56071176170897;;;
7;7;his;699;425;725;440;432.5;2.0;1;[np.float64(2274.0)];[np.float64(14.57061676979066)];400.0;400.0;1;4.0813;4.5624;49.580418690599835;4.32;400.0;400.0
8;8;skateboard,;733;425;845;442;433.5;1.0;1;[np.float64(2275.0), np.float64(2285.0)];[np.float64(10.501543569564888), np.float64(0.17245535850531724)];400.0;100.0;2;4.0424;4.5875;0.17245535850531724;4.31;200.0;100.0
9;9;jumping;852;425;927;444;434.5;1.0;1;[np.float64(2276.0), np.float64(2282.0)];[np.float64(6.9251599788665885), np.float64(0.0)];467.0;200.0;2;4.0875;4.566;77.46719919840507;4.33;233.5;200.0
10;10;in;936;425;950;440;432.5;2.0;1;[np.float64(2283.0)];[np.float64(3.496539640426647)];167.0;167.0;1;4.0651;4.566;161.48181315325303;4.32;167.0;167.0
11;11;the;958;425;987;440;432.5;0.0;1;[np.float64(2277.0)];[np.float64(9.103292036056587)];200.0;200.0;1;4.1181;4.5632;183.4800608894382;4.34;200.0;200.0
12;12;air;995;425;1019;440;432.5;0.0;1;[np.float64(2278.0)];[np.float64(8.164720582962104)];200.0;200.0;1;4.1206;4.5567;220.4779024861084;4.34;200.0;200.0
13;13;while;1025;425;1074;440;432.5;0.0;1;[np.float64(2281.0)];[np.float64(0.0)];167.0;167.0;1;4.0798;4.5952;250.4766205388803;4.34;167.0;601.0
14;14;riding;1082;425;1133;444;434.5;2.0;1;[np.float64(2279.0), np.float64(2284.0)];[np.float64(2.7157730340957755), np.float64(0.0)];1166.0;533.0;2;4.0705;4.543;307.46719919840507;4.31;583.0;533.0
15;15;it.;1142;425;1156;440;432.5;2.0;1;[np.float64(2280.0)];[np.float64(3.137913161057668)];434.0;434.0;1;4.0356;4.5614;367.47362088863605;4.3;434.0;1968.0
