;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;300;342;336;358;350.0;;1;[np.float64(2336.0)];[np.float64(18.93105646659592)];200.0;200.0;1;3.5573;3.9758;488.77603144693035;3.77;200.0;200.0
1;1;website;343;342;417;358;350.0;0.0;1;[];[];0.0;0.0;0;;;413.3577439153868;;;
2;2;mentioned;425;342;523;358;350.0;0.0;1;[np.float64(2337.0), np.float64(2338.0)];[np.float64(4.673344624323724), np.float64(5.33508059074137)];233.0;133.0;2;3.5456;3.9506;318.8260454501511;3.75;116.5;233.0
3;3;in;533;342;547;358;350.0;0.0;1;[];[];0.0;0.0;0;;;298.4942582890785;;;
4;4;the;555;342;584;358;350.0;0.0;1;[np.float64(2339.0), np.float64(2341.0)];[np.float64(11.856409244349493), np.float64(23.034857717053626)];433.0;233.0;2;3.7152;4.1149;268.33936905229774;3.92;216.5;233.0
5;5;image;593;342;649;362;352.0;2.0;1;[np.float64(2342.0)];[np.float64(21.661398664014087)];167.0;167.0;1;3.84;4.2414;217.5156925478603;4.04;167.0;167.0
6;6;is;657;342;671;358;350.0;2.0;1;[np.float64(2340.0)];[np.float64(15.14707109023783)];200.0;200.0;1;3.7319;4.126;206.40452094063838;3.93;200.0;567.0
7;7;"""Google"".";679;342;768;362;352.0;2.0;1;[np.float64(2343.0)];[np.float64(5.0794100432560185)];200.0;200.0;1;3.8202;4.2544;162.39741095476714;4.04;200.0;200.0
8;8;It;779;342;789;358;350.0;2.0;1;[];[];0.0;0.0;0;;;164.05071336138843;;;
9;9;appears;797;346;873;362;354.0;4.0;1;[np.float64(2344.0)];[np.float64(4.36577507545212)];167.0;167.0;1;3.8451;4.2304;159.88075403852682;4.04;167.0;167.0
10;10;to;881;343;898;358;350.5;3.5;1;[];[];0.0;0.0;0;;;184.3898242547042;;;
11;11;be;907;342;929;358;350.0;0.5;1;[np.float64(2345.0)];[np.float64(15.869493539454231)];233.0;233.0;1;3.7514;4.1574;197.66245684000395;3.95;233.0;233.0
12;12;a;937;346;947;358;352.0;2.0;1;[];[];0.0;0.0;0;;;215.8736101558804;;;
13;13;search;955;342;1019;358;350.0;2.0;1;[np.float64(2346.0), np.float64(2347.0)];[np.float64(10.568027463452609), np.float64(5.380126252667708)];332.0;166.0;2;3.6192;4.0529;227.99999296569507;3.84;166.0;332.0
