;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;420;770;469;786;778.0;;1;[np.float64(3990.0)];[np.float64(14.27810575608533)];233.0;233.0;1;3.4;2.9883;562.4153350830079;3.19;233.0;233.0
1;1;could;477;770;526;786;778.0;0.0;1;[np.float64(3991.0)];[np.float64(17.15083384513855)];133.0;133.0;1;3.4293;3.0254;505.4153350830079;3.23;133.0;133.0
2;2;be;535;770;556;786;778.0;0.0;1;[];[];0.0;0.0;0;;;475.4153350830079;;;
3;3;a;565;774;575;786;780.0;2.0;1;[];[];0.0;0.0;0;;;456.4153350830079;;;
4;4;reason;584;774;646;786;780.0;0.0;1;[np.float64(3992.0)];[np.float64(6.385678768157959)];200.0;200.0;1;3.4879;3.0691;385.4153350830079;3.28;200.0;200.0
5;5;the;655;770;684;786;778.0;2.0;1;[np.float64(3993.0)];[np.float64(4.583633875670309)];200.0;200.0;1;3.5042;3.0382;347.4153350830079;3.27;200.0;200.0
6;6;people;693;770;755;790;780.0;2.0;1;[];[];0.0;0.0;0;;;276.4153350830079;;;
7;7;in;764;770;778;786;778.0;2.0;1;[];[];0.0;0.0;0;;;253.4153350830079;;;
8;8;the;786;770;815;786;778.0;0.0;1;[np.float64(3994.0)];[np.float64(0.0)];167.0;167.0;1;3.5034;2.9979;216.4153350830079;3.25;167.0;167.0
9;9;image;824;770;880;790;780.0;2.0;1;[np.float64(3995.0)];[np.float64(0.0)];134.0;134.0;1;3.5017;2.9942;151.4153350830079;3.25;134.0;134.0
10;10;are;888;774;917;786;780.0;0.0;1;[];[];0.0;0.0;0;;;114.4153350830079;;;
11;11;playing;926;770;991;790;780.0;0.0;1;[np.float64(3996.0)];[np.float64(0.0)];200.0;200.0;1;3.4874;2.9863;40.4153350830079;3.24;200.0;200.0
12;12;Wii;1000;770;1027;786;778.0;2.0;1;[np.float64(4004.0), np.float64(4006.0)];[np.float64(17.29092240333557), np.float64(4.4153350830079034)];299.0;133.0;2;3.5916;3.1993;4.4153350830079034;3.4;149.5;133.0
13;13;at;1036;771;1053;786;778.5;0.5;1;[];[];0.0;0.0;0;;;4.5846649169920966;;;
14;14;work?;1060;770;1115;786;778.0;0.5;1;[np.float64(3997.0), np.float64(3998.0), np.float64(4005.0)];[np.float64(1.6570098876954944), np.float64(0.0), np.float64(12.864477157592773)];467.0;167.0;3;3.4398;3.0181;28.584664916992097;3.23;155.6667;766.0
