;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;473;770;522;786;778.0;;1;[];[];0.0;0.0;0;;;459.39601462375776;;;
1;1;is;531;770;544;786;778.0;0.0;1;[];[];0.0;0.0;0;;;437.4003109368865;;;
2;2;the;552;770;580;786;778.0;0.0;1;[];[];0.0;0.0;0;;;401.40835699089325;;;
3;3;full;588;770;615;786;778.0;0.0;1;[np.float64(745.0)];[np.float64(26.172621917724655)];167.0;167.0;1;3.0129;2.5962;366.4176951369896;2.8;167.0;167.0
4;4;name;624;774;675;786;780.0;2.0;1;[];[];0.0;0.0;0;;;306.5803716437192;;;
5;5;of;683;770;701;786;778.0;2.0;1;[np.float64(746.0)];[np.float64(22.638766050338745)];134.0;134.0;1;2.9419;2.5425;280.45053880736396;2.74;134.0;134.0
6;6;the;708;770;736;786;778.0;0.0;1;[];[];0.0;0.0;0;;;245.47049306325238;;;
7;7;institute;745;770;818;786;778.0;0.0;1;[np.float64(747.0)];[np.float64(36.00884199142456)];200.0;200.0;1;2.9457;2.552;163.55068065979316;2.75;200.0;200.0
8;8;mentioned;827;770;925;786;778.0;0.0;1;[np.float64(748.0), np.float64(759.0)];[np.float64(33.11031246185303), np.float64(0.0)];500.0;300.0;2;2.876;2.5432;57.00313588342159;2.71;250.0;300.0
9;9;in;934;770;948;786;778.0;0.0;1;[];[];0.0;0.0;0;;;34.46839223266522;;;
10;10;the;956;770;985;786;778.0;0.0;1;[np.float64(760.0)];[np.float64(8.858567953109741)];134.0;134.0;1;2.8826;2.6351;8.858567953109741;2.76;134.0;134.0
11;11;image?;994;770;1062;790;780.0;2.0;1;[np.float64(749.0)];[np.float64(22.097141981124878)];266.0;266.0;1;2.8601;2.5392;15.475632078429493;2.7;266.0;600.0
