;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Describe;391;770;472;786;778.0;;1;[np.float64(2173.0)];[np.float64(18.608280318124002)];233.0;233.0;1;3.0745;2.6404;575.9209112126653;2.86;233.0;233.0
1;1;the;480;770;509;786;778.0;0.0;1;[np.float64(2161.0)];[np.float64(9.205714770725763)];233.0;233.0;1;3.2334;2.74;539.0100971107445;2.99;233.0;233.0
2;2;overall;518;770;579;786;778.0;0.0;1;[np.float64(2174.0)];[np.float64(20.36220664978032)];166.0;166.0;1;3.1075;2.6282;469.2172594865607;2.87;166.0;166.0
3;3;appearance;587;774;699;790;782.0;4.0;1;[np.float64(2162.0), np.float64(2172.0), np.float64(2175.0)];[np.float64(18.222340720040506), np.float64(39.03981828689575), np.float64(22.498618125915527)];666.0;234.0;3;3.0662;2.6114;350.22978658401735;2.84;222.0;234.0
4;4;and;707;770;741;786;778.0;4.0;1;[];[];0.0;0.0;0;;;308.0574333202458;;;
5;5;atmosphere;750;770;861;790;780.0;2.0;1;[np.float64(2163.0), np.float64(2176.0), np.float64(2177.0)];[np.float64(14.052130259000364), np.float64(31.344090461730957), np.float64(32.232570266723656)];801.0;434.0;3;3.0368;2.6018;189.60526564415483;2.82;267.0;434.0
6;6;of;870;770;887;786;778.0;2.0;1;[];[];0.0;0.0;0;;;164.23709865968962;;;
7;7;the;894;770;923;786;778.0;0.0;1;[np.float64(2164.0), np.float64(2168.0)];[np.float64(16.218495845794678), np.float64(22.317520141601562)];500.0;200.0;2;2.9907;2.6315;129.52627894366637;2.81;250.0;200.0
8;8;bedroom;932;770;1014;786;778.0;0.0;1;[np.float64(2165.0), np.float64(2178.0)];[np.float64(18.718855381011963), np.float64(27.989641761779808)];367.0;200.0;2;3.0056;2.6343;50.58551466141127;2.82;183.5;200.0
9;9;in;1023;770;1037;786;778.0;0.0;1;[];[];0.0;0.0;0;;;39.84084269086992;;;
10;10;the;1045;770;1074;786;778.0;0.0;1;[np.float64(2167.0), np.float64(2179.0)];[np.float64(25.407838344573975), np.float64(38.66153430938721)];200.0;133.0;2;2.9824;2.6495;38.66153430938721;2.82;100.0;1865.0
11;11;image.;1083;770;1144;790;780.0;2.0;1;[np.float64(2166.0)];[np.float64(13.581090450286865)];200.0;200.0;1;3.0193;2.6793;53.08568217359763;2.85;200.0;2065.0
