;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;No,;249;179;280;197;188.0;;1;[];[];0.0;0.0;0;;;899.3304862587244;;;
1;1;there;289;179;337;194;186.5;1.5;1;[];[];0.0;0.0;0;;;853.5859323975843;;;
2;2;are;345;183;375;194;188.5;2.0;1;[];[];0.0;0.0;0;;;822.6884133063572;;;
3;3;no;383;183;405;194;188.5;0.0;1;[];[];0.0;0.0;0;;;798.7285127133484;;;
4;4;birds;414;179;458;194;186.5;2.0;1;[];[];0.0;0.0;0;;;757.4516646223233;;;
5;5;in;467;179;482;194;186.5;0.0;1;[np.float64(1259.0)];[np.float64(82.5895590348677)];100.0;100.0;1;3.0236;2.7318;739.2522124047553;2.88;100.0;100.0
6;6;the;490;179;519;194;186.5;0.0;1;[];[];0.0;0.0;0;;;711.8687247138422;;;
7;7;image.;527;179;589;198;188.5;2.0;1;[];[];0.0;0.0;0;;;659.684149580799;;;
8;8;The;598;179;634;194;186.5;2.0;1;[];[];0.0;0.0;0;;;633.0331422218254;;;
9;9;image;642;179;699;198;188.5;2.0;1;[];[];0.0;0.0;0;;;590.4378769423676;;;
10;10;features;706;179;784;194;186.5;2.0;1;[];[];0.0;0.0;0;;;549.7144870884952;;;
11;11;a;792;183;802;194;188.5;2.0;1;[];[];0.0;0.0;0;;;541.6499093460783;;;
12;12;man;811;183;850;194;188.5;0.0;1;[np.float64(1267.0)];[np.float64(31.32653875784439)];67.0;67.0;1;2.9884;2.6788;522.5727154253352;2.83;67.0;67.0
13;13;on;859;183;881;194;188.5;0.0;1;[];[];0.0;0.0;0;;;512.2687656502646;;;
14;14;a;884;175;893;202;188.5;0.0;1;[];[];0.0;0.0;0;;;501.06602751133534;;;
15;15;surfboard,;908;179;1003;197;188.0;0.5;1;[np.float64(1268.0)];[np.float64(19.464204744859188)];300.0;300.0;1;2.9792;2.6618;486.0079257208978;2.82;300.0;300.0
16;16;which;1012;179;1066;194;186.5;1.5;1;[];[];0.0;0.0;0;;;487.7830617471175;;;
