;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Can;345;757;382;772;764.5;;1;[np.float64(2709.0), np.float64(2737.0)];[np.float64(0.0), np.float64(0.0)];400.0;233.0;2;3.2056;2.75;466.7508952520126;2.98;200.0;233.0
1;1;you;390;761;422;776;768.5;4.0;1;[np.float64(2711.0), np.float64(2736.0)];[np.float64(4.660580821589414), np.float64(2.3681823730469205)];334.0;167.0;2;3.1379;2.6711;426.8984470551185;2.9;167.0;167.0
2;2;spot;431;757;470;776;766.5;2.0;1;[np.float64(2710.0), np.float64(2712.0)];[np.float64(8.428015232086182), np.float64(12.48496150970459)];400.0;200.0;2;3.1602;2.6133;378.78770458829064;2.89;200.0;567.0
3;3;the;478;757;507;772;764.5;2.0;1;[np.float64(2738.0)];[np.float64(31.00586631121645)];167.0;167.0;1;3.1251;2.652;341.80883993904274;2.89;167.0;167.0
4;4;purple;516;757;573;776;766.5;2.0;1;[np.float64(2713.0), np.float64(2741.0)];[np.float64(22.301231148980296), np.float64(24.61613368988037)];367.0;167.0;2;3.0814;2.5285;275.86061381974656;2.8;183.5;167.0
5;5;umbrella;582;757;662;772;764.5;2.0;1;[np.float64(2714.0), np.float64(2715.0), np.float64(2739.0), np.float64(2742.0), np.float64(2746.0)];[np.float64(24.666145876834207), np.float64(22.027908438431016), np.float64(28.160048484802246), np.float64(42.572974586486794), np.float64(28.767363467477058)];1467.0;634.0;5;3.0556;2.5359;186.9882891104511;2.8;293.4;901.0
6;6;near;671;761;713;772;766.5;2.0;1;[np.float64(2740.0)];[np.float64(26.819083077566916)];233.0;233.0;1;3.0929;2.595;136.55208533764363;2.84;233.0;599.0
7;7;the;720;757;748;772;764.5;2.0;1;[np.float64(2735.0), np.float64(2743.0), np.float64(2745.0)];[np.float64(22.614168613167568), np.float64(43.44409272511541), np.float64(29.09012355804441)];532.0;200.0;3;3.0492;2.6028;101.32480957640077;2.83;177.3333;1666.0
8;8;green;757;761;810;776;768.5;4.0;1;[np.float64(2716.0), np.float64(2722.0), np.float64(2747.0)];[np.float64(23.76030969619751), np.float64(0.0), np.float64(28.383920478820755)];734.0;200.0;3;2.991;2.5586;41.839391097244864;2.77;244.6667;200.0
9;9;leaves?;819;757;890;772;764.5;4.0;1;[np.float64(2717.0), np.float64(2718.0), np.float64(2744.0), np.float64(2748.0)];[np.float64(24.030494746039835), np.float64(18.92152500152588), np.float64(32.16067695617676), np.float64(12.160341262817383)];1034.0;567.0;4;3.031;2.591;12.160341262817383;2.81;258.5;734.0
10;10;It;899;757;910;772;764.5;0.0;1;[];[];0.0;0.0;0;;;51.85358159984673;;;
11;11;appears;918;761;994;776;768.5;4.0;1;[np.float64(2719.0)];[np.float64(10.630415916442871)];200.0;200.0;1;2.9933;2.6413;71.26403827181127;2.82;200.0;200.0
12;12;to;1001;757;1018;772;764.5;4.0;1;[];[];0.0;0.0;0;;;152.89189630499658;;;
13;13;be;1027;757;1048;772;764.5;0.0;1;[np.float64(2723.0), np.float64(2734.0)];[np.float64(11.803237568713145), np.float64(16.127405166625977)];300.0;200.0;2;2.9428;2.6172;178.82148641272659;2.78;150.0;200.0
14;14;left;1057;757;1085;772;764.5;0.0;1;[np.float64(2720.0)];[np.float64(19.752649307250977)];200.0;200.0;1;2.9999;2.664;208.76200891186477;2.83;200.0;200.0
15;15;behind;1093;757;1155;772;764.5;0.0;1;[np.float64(2721.0), np.float64(2724.0)];[np.float64(15.559207144735327), np.float64(15.063740253448486)];366.0;300.0;2;2.9803;2.6331;244.7098673927763;2.81;183.0;3532.0
16;16;by;1165;757;1185;776;766.5;2.0;1;[];[];0.0;0.0;0;;;316.6411294641545;;;
17;17;someone.;722;786;813;798;792.0;25.5;2;[];[];0.0;0.0;0;;;54.41504338632045;;;
