;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;477;770;526;786;778.0;;1;[np.float64(3410.0)];[np.float64(29.822629928588867)];166.0;166.0;1;3.1633;2.6535;226.665490802391;2.91;166.0;166.0
1;1;is;535;770;548;786;778.0;0.0;1;[];[];0.0;0.0;0;;;204.73792387976158;;;
2;2;the;556;770;584;786;778.0;0.0;1;[];[];0.0;0.0;0;;;168.89709125835338;;;
3;3;main;593;770;637;786;778.0;0.0;1;[np.float64(3411.0)];[np.float64(25.497368335723877)];200.0;200.0;1;3.2017;2.6593;116.3104700084194;2.93;200.0;200.0
4;4;topic;645;770;690;790;780.0;2.0;1;[];[];0.0;0.0;0;;;64.405150660691;;;
5;5;of;698;770;715;786;778.0;2.0;1;[];[];0.0;0.0;0;;;40.90778673566543;;;
6;6;the;722;770;751;786;778.0;0.0;1;[np.float64(3412.0)];[np.float64(17.494484174967493)];167.0;167.0;1;3.243;2.6844;17.494484174967493;2.96;167.0;167.0
7;7;report;760;771;814;790;780.5;2.5;1;[];[];0.0;0.0;0;;;20.128144312178293;;;
8;8;mentioned;823;770;921;786;778.0;2.5;1;[];[];0.0;0.0;0;;;73.1250770831949;;;
9;9;in;930;770;944;786;778.0;0.0;1;[];[];0.0;0.0;0;;;178.86332725820665;;;
10;10;the;952;770;981;786;778.0;0.0;1;[];[];0.0;0.0;0;;;200.76967547860056;;;
11;11;image?;990;770;1058;790;780.0;2.0;1;[];[];0.0;0.0;0;;;238.6484997636458;;;
