;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;497;770;546;786;778.0;;1;[];[];0.0;0.0;0;;;462.6714451540255;;;
1;1;is;555;770;568;786;778.0;0.0;1;[];[];0.0;0.0;0;;;440.69965538878216;;;
2;2;the;576;770;604;786;778.0;0.0;1;[];[];0.0;0.0;0;;;404.7524283309142;;;
3;3;name;613;774;664;786;780.0;2.0;1;[np.float64(3907.0)];[np.float64(9.968487739562988)];167.0;167.0;1;3.1957;2.7002;345.15307387437963;2.95;167.0;167.0
4;4;of;673;770;690;786;778.0;2.0;1;[];[];0.0;0.0;0;;;318.9266907626834;;;
5;5;the;697;770;726;786;778.0;0.0;1;[];[];0.0;0.0;0;;;283.03105140746794;;;
6;6;school;735;770;794;786;778.0;0.0;1;[np.float64(3908.0)];[np.float64(10.037083014872817)];167.0;167.0;1;3.2034;2.7003;215.3232707161281;2.95;167.0;167.0
7;7;mentioned;803;770;901;786;778.0;0.0;1;[np.float64(3909.0)];[np.float64(8.018768310546875)];367.0;367.0;1;3.1411;2.6706;109.51871791895078;2.91;367.0;367.0
8;8;in;910;770;924;786;778.0;0.0;1;[];[];0.0;0.0;0;;;87.15765572059257;;;
9;9;the;932;770;961;786;778.0;0.0;1;[np.float64(3910.0)];[np.float64(5.031815862929942)];267.0;267.0;1;3.1235;2.6877;52.36015859326146;2.91;267.0;267.0
10;10;image?;970;770;1038;790;780.0;2.0;1;[np.float64(3911.0)];[np.float64(22.859941482543945)];67.0;67.0;1;3.1311;2.6995;22.859941482543945;2.92;67.0;67.0
