;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;248;220;284;235;227.5;;1;[];[];0.0;0.0;0;;;465.2836354987186;;;
1;1;image;293;220;349;239;229.5;2.0;1;[];[];0.0;0.0;0;;;418.2587868582378;;;
2;2;features;356;220;434;235;227.5;2.0;1;[];[];0.0;0.0;0;;;373.27699697930854;;;
3;3;a;442;224;453;235;229.5;2.0;1;[];[];0.0;0.0;0;;;364.38164714387347;;;
4;4;dining;461;220;516;239;229.5;0.0;1;[];[];0.0;0.0;0;;;337.03448591554576;;;
5;5;table;524;220;570;235;227.5;2.0;1;[];[];0.0;0.0;0;;;329.05855357952885;;;
6;6;with;578;220;615;235;227.5;0.0;1;[];[];0.0;0.0;0;;;325.8045245038005;;;
7;7;a;622;216;629;243;229.5;2.0;1;[];[];0.0;0.0;0;;;317.8557372780607;;;
8;8;plate;643;220;688;239;229.5;0.0;1;[];[];0.0;0.0;0;;;322.9183311700622;;;
9;9;of;696;220;714;235;227.5;2.0;1;[];[];0.0;0.0;0;;;335.4383548330157;;;
10;10;food,;720;220;767;238;229.0;1.5;1;[];[];0.0;0.0;0;;;339.0878533760575;;;
11;11;including;777;220;859;239;229.5;0.5;1;[];[];0.0;0.0;0;;;359.7509866775523;;;
12;12;a;868;224;878;235;229.5;0.0;1;[];[];0.0;0.0;0;;;411.7790066354498;;;
13;13;variety;886;220;950;239;229.5;0.0;1;[];[];0.0;0.0;0;;;419.9537518863902;;;
14;14;of;957;220;975;235;227.5;2.0;1;[];[];0.0;0.0;0;;;471.49487548879716;;;
15;15;snacks;982;220;1049;235;227.5;0.0;1;[];[];0.0;0.0;0;;;489.87096271776244;;;
16;16;and;1058;220;1091;235;227.5;0.0;1;[];[];0.0;0.0;0;;;548.9577700694233;;;
17;17;a;1100;224;1110;235;229.5;2.0;1;[];[];0.0;0.0;0;;;583.293881952031;;;
18;18;can;1118;224;1151;235;229.5;0.0;1;[];[];0.0;0.0;0;;;598.3087625331826;;;
19;19;of;1160;220;1178;235;227.5;2.0;1;[];[];0.0;0.0;0;;;633.9483375852203;;;
20;20;soda.;1185;220;1235;235;227.5;0.0;1;[];[];0.0;0.0;0;;;655.5201272492673;;;
21;21;The;1244;220;1281;235;227.5;0.0;1;[];[];0.0;0.0;0;;;707.3250550724305;;;
22;22;plate;255;302;300;321;311.5;84.0;2;[];[];0.0;0.0;0;;;396.82890547181523;;;
23;23;is;309;302;322;317;309.5;2.0;2;[];[];0.0;0.0;0;;;382.0730359540052;;;
24;24;placed;331;302;392;321;311.5;2.0;2;[];[];0.0;0.0;0;;;328.26907351241164;;;
25;25;on;401;306;423;317;311.5;0.0;2;[];[];0.0;0.0;0;;;311.05790539786636;;;
26;26;a;426;298;436;325;311.5;0.0;2;[];[];0.0;0.0;0;;;296.76013250499034;;;
27;27;table;449;302;495;317;309.5;2.0;2;[];[];0.0;0.0;0;;;272.25633310500126;;;
28;28;with;503;302;540;317;309.5;0.0;2;[];[];0.0;0.0;0;;;255.42624653523237;;;
29;29;a;549;306;559;317;311.5;2.0;2;[];[];0.0;0.0;0;;;250.41732312375856;;;
30;30;colorful;567;302;635;317;309.5;2.0;2;[];[];0.0;0.0;0;;;243.80239794254317;;;
