;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;338;425;375;440;432.5;;1;[];[];0.0;0.0;0;;;251.47361342935412;;;
1;1;title;382;425;415;440;432.5;0.0;1;[];[];0.0;0.0;0;;;211.5480092543956;;;
2;2;of;423;425;442;440;432.5;0.0;1;[];[];0.0;0.0;0;;;184.61643493494273;;;
3;3;Naomi;449;425;509;440;432.5;0.0;1;[np.float64(796.0), np.float64(803.0), np.float64(804.0)];[np.float64(31.237886984513743), np.float64(14.879601878851053), np.float64(21.15633897781379)];668.0;334.0;3;2.7936;2.8203;117.92149017443614;2.81;222.6667;334.0
4;4;Klein's;518;425;578;440;432.5;0.0;1;[];[];0.0;0.0;0;;;50.09397908177615;;;
5;5;book;587;425;632;440;432.5;0.0;1;[np.float64(805.0), np.float64(807.0)];[np.float64(7.9216452836990925), np.float64(14.060535767499175)];701.0;134.0;2;2.7899;2.7964;14.060535767499175;2.79;350.5;134.0
6;6;is;641;425;654;440;432.5;0.0;1;[];[];0.0;0.0;0;;;20.50117899753498;;;
7;7;"""The";663;425;707;440;432.5;0.0;1;[np.float64(806.0)];[np.float64(4.227899074554443)];200.0;200.0;1;2.7822;2.7439;39.50656176945619;2.76;200.0;767.0
8;8;Shock;715;425;774;440;432.5;0.0;1;[np.float64(797.0)];[np.float64(4.4920880794525715)];200.0;200.0;1;2.7915;2.8311;90.0245798746651;2.81;200.0;200.0
9;9;Doctrine:;783;425;867;440;432.5;0.0;1;[np.float64(798.0)];[np.float64(0.0)];134.0;134.0;1;2.8369;2.8734;157.5484507308425;2.86;134.0;134.0
10;10;The;876;425;912;440;432.5;0.0;1;[np.float64(799.0)];[np.float64(0.0)];267.0;267.0;1;2.866;2.9199;250.31498637505396;2.89;267.0;267.0
11;11;Rise;921;425;963;440;432.5;0.0;1;[];[];0.0;0.0;0;;;295.254757994279;;;
12;12;of;971;425;989;440;432.5;0.0;1;[np.float64(800.0)];[np.float64(0.0)];233.0;233.0;1;2.8569;2.9036;345.20624209103215;2.88;233.0;233.0
13;13;Disaster;996;425;1076;440;432.5;0.0;1;[np.float64(801.0), np.float64(802.0)];[np.float64(2.5235941960261243), np.float64(0.6629712031437975)];333.0;200.0;2;2.8238;2.8723;370.1868964574358;2.85;166.5;1568.0
14;14;"Capitalism.""";1083;425;1197;444;434.5;2.0;2;[];[];0.0;0.0;0;;;457.03051845982975;;;
