;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;248;220;285;235;227.5;;1;[];[];0.0;0.0;0;;;221.3525207359192;;;
1;1;bowl;293;220;335;235;227.5;0.0;1;[];[];0.0;0.0;0;;;200.72005494321988;;;
2;2;in;345;220;359;235;227.5;0.0;1;[];[];0.0;0.0;0;;;194.63943440663758;;;
3;3;the;367;220;396;235;227.5;0.0;1;[];[];0.0;0.0;0;;;190.8803156984263;;;
4;4;image;405;220;461;239;229.5;2.0;1;[];[];0.0;0.0;0;;;187.04482185402537;;;
5;5;contains;469;220;548;235;227.5;2.0;1;[];[];0.0;0.0;0;;;203.97557174994228;;;
6;6;miniature;557;220;644;235;227.5;0.0;1;[];[];0.0;0.0;0;;;249.012556764473;;;
7;7;items,;653;220;707;238;229.0;1.5;1;[];[];0.0;0.0;0;;;317.4757721126219;;;
8;8;as;717;224;738;235;229.5;0.5;1;[];[];0.0;0.0;0;;;372.5323877077316;;;
9;9;indicated;747;220;831;235;227.5;2.0;1;[];[];0.0;0.0;0;;;398.5916972333742;;;
10;10;by;841;220;862;239;229.5;2.0;1;[];[];0.0;0.0;0;;;481.64772915389443;;;
11;11;the;869;220;898;235;227.5;2.0;1;[];[];0.0;0.0;0;;;509.0568239723589;;;
12;12;comparison;906;220;1016;239;229.5;2.0;1;[];[];0.0;0.0;0;;;542.142617422248;;;
13;13;with;1024;220;1062;235;227.5;2.0;1;[];[];0.0;0.0;0;;;655.3303108323638;;;
14;14;the;1070;220;1099;235;227.5;0.0;1;[];[];0.0;0.0;0;;;699.4641450097962;;;
15;15;penny.;1108;224;1170;239;231.5;4.0;1;[];[];0.0;0.0;0;;;735.0678130535381;;;
16;16;To;1179;220;1203;235;227.5;4.0;1;[];[];0.0;0.0;0;;;804.8768741605513;;;
17;17;provide;1212;220;1281;239;229.5;2.0;1;[];[];0.0;0.0;0;;;836.068909833071;;;
18;18;an;247;306;270;317;311.5;82.0;2;[];[];0.0;0.0;0;;;167.34572247713405;;;
19;19;accurate;278;302;360;317;309.5;2.0;2;[np.float64(1367.0), np.float64(1368.0)];[np.float64(31.91300106048584), np.float64(30.679292201995793)];334.0;100.0;2;2.7051;2.7766;115.01945256289724;2.74;167.0;334.0
20;20;estimate;368;302;449;317;309.5;0.0;2;[np.float64(1369.0)];[np.float64(30.78039646148676)];133.0;133.0;1;2.7511;2.8077;108.87723779678339;2.78;133.0;133.0
21;21;of;457;302;475;317;309.5;0.0;2;[np.float64(1370.0)];[np.float64(27.59210323038567)];233.0;233.0;1;2.8062;2.8655;124.27462487241746;2.84;233.0;233.0
22;22;the;482;302;511;317;309.5;0.0;2;[];[];0.0;0.0;0;;;138.07600587108507;;;
23;23;bowl's;519;302;577;317;309.5;0.0;2;[];[];0.0;0.0;0;;;163.4557092680064;;;
24;24;size,;585;302;628;319;310.5;1.0;2;[np.float64(1371.0)];[np.float64(12.330292701721191)];300.0;300.0;1;2.8109;2.853;216.18319686753625;2.83;300.0;300.0
25;25;|;638;302;641;317;309.5;1.0;2;[];[];0.0;0.0;0;;;264.37621243321905;;;
