;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;326;425;362;440;432.5;;1;[];[];0.0;0.0;0;;;606.9726370560497;;;
1;1;predominant;370;425;489;444;434.5;2.0;1;[np.float64(728.0)];[np.float64(26.494038556751434)];100.0;100.0;1;2.5461;2.5442;479.97263705604973;2.55;100.0;100.0
2;2;airplane;496;425;571;444;434.5;0.0;1;[];[];0.0;0.0;0;;;397.97263705604973;;;
3;3;on;579;429;602;440;434.5;0.0;1;[np.float64(729.0)];[np.float64(15.351932262119476)];200.0;200.0;1;2.6531;2.5966;366.97263705604973;2.62;200.0;200.0
4;4;display;610;425;676;444;434.5;0.0;1;[np.float64(730.0)];[np.float64(0.0)];200.0;200.0;1;2.7855;2.7248;292.97263705604973;2.76;200.0;200.0
5;5;is;685;425;698;440;432.5;2.0;1;[];[];0.0;0.0;0;;;270.97263705604973;;;
6;6;blue,;707;425;751;442;433.5;1.0;1;[np.float64(731.0)];[np.float64(0.0)];200.0;200.0;1;2.7815;2.7598;217.97263705604973;2.77;200.0;200.0
7;7;with;760;425;798;440;432.5;1.0;1;[];[];0.0;0.0;0;;;170.97263705604973;;;
8;8;additional;806;425;897;440;432.5;0.0;1;[np.float64(732.0), np.float64(739.0)];[np.float64(0.0), np.float64(2.205301498111851)];400.0;200.0;2;2.7711;2.7985;71.97263705604973;2.78;200.0;200.0
9;9;stripes;905;425;968;444;434.5;2.0;1;[np.float64(733.0), np.float64(735.0), np.float64(738.0), np.float64(741.0)];[np.float64(0.0), np.float64(0.0), np.float64(10.250861858066685), np.float64(0.9726370560497344)];967.0;400.0;4;2.745;2.8123;0.9726370560497344;2.78;241.75;400.0
10;10;in;977;425;991;440;432.5;2.0;1;[np.float64(734.0)];[np.float64(0.0)];200.0;200.0;1;2.6609;2.745;8.027362943950266;2.7;200.0;400.0
11;11;red,;1000;425;1034;442;433.5;1.0;1;[np.float64(736.0), np.float64(740.0)];[np.float64(2.690228327083105), np.float64(0.0)];800.0;433.0;2;2.8035;2.8306;31.027362943950266;2.82;400.0;433.0
12;12;white,;1043;425;1098;442;433.5;0.0;1;[np.float64(737.0)];[np.float64(0.0)];200.0;200.0;1;2.7065;2.7364;74.02736294395027;2.72;200.0;1134.0
13;13;and;1107;425;1141;440;432.5;1.0;1;[];[];0.0;0.0;0;;;138.02736294395027;;;
14;14;green.;1150;429;1209;444;436.5;4.0;1;[];[];0.0;0.0;0;;;181.02736294395027;;;
