;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;568;770;617;786;778.0;;1;[];[];0.0;0.0;0;;;274.4736671447754;;;
1;1;is;625;770;638;786;778.0;0.0;1;[np.float64(1850.0)];[np.float64(3.8482666015625)];167.0;167.0;1;3.0657;2.8385;253.4736671447754;2.95;167.0;167.0
2;2;the;646;770;675;786;778.0;0.0;1;[];[];0.0;0.0;0;;;216.4736671447754;;;
3;3;size;683;770;719;786;778.0;0.0;1;[];[];0.0;0.0;0;;;172.4736671447754;;;
4;4;of;727;770;745;786;778.0;0.0;1;[np.float64(1851.0)];[np.float64(0.0)];200.0;200.0;1;3.0713;2.9105;146.4736671447754;2.99;200.0;200.0
5;5;the;752;770;780;786;778.0;0.0;1;[np.float64(1852.0)];[np.float64(0.3908207416534424)];134.0;134.0;1;3.0811;2.9327;111.47366714477539;3.01;134.0;134.0
6;6;bowl;789;770;831;786;778.0;0.0;1;[np.float64(1853.0), np.float64(1870.0)];[np.float64(0.0), np.float64(0.0)];400.0;300.0;2;3.0368;2.8977;60.47366714477539;2.97;200.0;300.0
7;7;in;840;770;854;786;778.0;0.0;1;[];[];0.0;0.0;0;;;37.47366714477539;;;
8;8;the;862;770;891;786;778.0;0.0;1;[np.float64(1854.0), np.float64(1871.0)];[np.float64(0.0), np.float64(0.4736671447753906)];267.0;134.0;2;3.0387;2.8883;0.4736671447753906;2.96;133.5;367.0
9;9;image?;900;770;967;790;780.0;2.0;2;[];[];0.0;0.0;0;;;8.52633285522461;;;
