;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;252;220;289;235;227.5;;1;[];[];0.0;0.0;0;;;960.4247016316958;;;
1;1;quote;297;220;350;239;229.5;2.0;1;[];[];0.0;0.0;0;;;903.8166760220225;;;
2;2;"""Little";358;220;410;235;227.5;2.0;1;[];[];0.0;0.0;0;;;852.5307366897641;;;
3;3;things;418;220;475;239;229.5;2.0;1;[];[];0.0;0.0;0;;;794.0788927309214;;;
4;4;can;483;224;516;235;229.5;0.0;1;[];[];0.0;0.0;0;;;761.2571851971052;;;
5;5;grow;525;224;571;239;231.5;2.0;1;[];[];0.0;0.0;0;;;713.2187578661772;;;
6;6;"big""";579;220;613;239;229.5;2.0;1;[];[];0.0;0.0;0;;;679.0834772873383;;;
7;7;is;622;220;636;235;227.5;2.0;1;[];[];0.0;0.0;0;;;663.2361102039586;;;
8;8;significant;644;220;740;239;229.5;2.0;1;[];[];0.0;0.0;0;;;582.1562508591105;;;
9;9;because;749;220;829;235;227.5;2.0;1;[];[];0.0;0.0;0;;;525.0894865577602;;;
10;10;it;837;220;846;235;227.5;0.0;1;[];[];0.0;0.0;0;;;514.6153909872195;;;
11;11;emphasizes;854;220;968;239;229.5;2.0;1;[];[];0.0;0.0;0;;;447.63401184050525;;;
12;12;the;976;220;1006;235;227.5;2.0;1;[];[];0.0;0.0;0;;;436.6407926354024;;;
13;13;importance;1014;220;1119;239;229.5;2.0;1;[];[];0.0;0.0;0;;;407.2587224590162;;;
14;14;of;1127;220;1145;235;227.5;2.0;1;[];[];0.0;0.0;0;;;409.6067341601834;;;
15;15;small;1152;220;1200;235;227.5;0.0;1;[];[];0.0;0.0;0;;;409.40690164566035;;;
16;16;actions;1209;220;1276;235;227.5;0.0;1;[];[];0.0;0.0;0;;;412.59683606434584;;;
