;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;284;179;320;194;186.5;;1;[];[];0.0;0.0;0;;;165.98188780829955;;;
1;1;quote;328;179;381;198;188.5;2.0;1;[];[];0.0;0.0;0;;;140.93410131860517;;;
2;2;"""Little";389;179;442;194;186.5;2.0;1;[];[];0.0;0.0;0;;;143.00025682449342;;;
3;3;things;449;179;506;198;188.5;2.0;1;[];[];0.0;0.0;0;;;146.02095718738587;;;
4;4;can;514;183;547;194;188.5;0.0;1;[];[];0.0;0.0;0;;;180.25099869245025;;;
5;5;grow;556;183;602;198;190.5;2.0;1;[];[];0.0;0.0;0;;;205.77657612960596;;;
6;6;"big""";610;179;644;198;188.5;2.0;1;[];[];0.0;0.0;0;;;248.28848551136994;;;
7;7;is;653;179;667;194;186.5;2.0;1;[];[];0.0;0.0;0;;;286.9097751259598;;;
8;8;significant;675;179;771;198;188.5;2.0;1;[];[];0.0;0.0;0;;;304.3311889613668;;;
9;9;because;780;179;860;194;186.5;2.0;1;[];[];0.0;0.0;0;;;402.02539926069284;;;
10;10;it;869;179;878;194;186.5;0.0;1;[];[];0.0;0.0;0;;;486.2364754709933;;;
11;11;emphasizes;886;179;1000;198;188.5;2.0;1;[];[];0.0;0.0;0;;;501.38591202756913;;;
12;12;the;1007;179;1037;194;186.5;2.0;1;[];[];0.0;0.0;0;;;619.4644787633489;;;
13;13;importance;1045;179;1150;198;188.5;2.0;1;[];[];0.0;0.0;0;;;655.6370585583978;;;
14;14;of;1158;179;1176;194;186.5;2.0;1;[];[];0.0;0.0;0;;;767.1783566603422;;;
15;15;paying;1184;179;1245;198;188.5;2.0;1;[];[];0.0;0.0;0;;;792.0257250167516;;;
16;16;attention;270;261;352;276;268.5;80.0;2;[np.float64(2115.0), np.float64(2116.0)];[np.float64(0.0), np.float64(0.0)];400.0;200.0;2;3.2922;3.1796;80.32970900414128;3.24;200.0;400.0
17;17;to;360;261;377;276;268.5;0.0;2;[];[];0.0;0.0;0;;;66.81703526365409;;;
18;18;small;385;261;433;276;268.5;0.0;2;[np.float64(2117.0)];[np.float64(0.0)];67.0;67.0;1;3.226;3.0706;61.00025682449342;3.15;67.0;67.0
19;19;details;442;261;503;276;268.5;0.0;2;[];[];0.0;0.0;0;;;71.72737788692527;;;
20;20;and;511;261;545;276;268.5;0.0;2;[np.float64(2119.0)];[np.float64(2.873031616210824)];200.0;200.0;1;3.263;3.1579;122.93486862595437;3.21;200.0;200.0
21;21;considering;554;261;663;280;270.5;2.0;2;[np.float64(2118.0), np.float64(2120.0)];[np.float64(0.0), np.float64(0.0)];299.0;133.0;2;3.2955;3.1909;160.2155574224546;3.24;149.5;499.0
22;22;their;671;261;713;276;268.5;2.0;2;[];[];0.0;0.0;0;;;273.61938502522196;;;
23;23;potential;721;261;801;280;270.5;2.0;2;[np.float64(2121.0)];[np.float64(0.0)];333.0;333.0;1;3.3624;3.2269;321.8211831319584;3.29;333.0;333.0
24;24;impact.;810;261;877;280;270.5;0.0;2;[np.float64(2122.0)];[np.float64(0.0)];200.0;200.0;1;3.3273;3.2003;409.71741766757714;3.26;200.0;200.0
25;25;It;887;261;897;276;268.5;2.0;2;[np.float64(2123.0)];[np.float64(2.753701686859131)];100.0;100.0;1;3.2528;3.1418;486.57194624968434;3.2;100.0;100.0
26;26;suggests;905;261;991;280;270.5;2.0;2;[np.float64(2124.0)];[np.float64(0.3693122863769531)];233.0;233.0;1;3.2979;3.1423;503.966911354881;3.22;233.0;233.0
27;27;that;999;261;1035;276;268.5;2.0;2;[];[];0.0;0.0;0;;;597.8532169633745;;;
28;28;seemingly;1043;261;1139;280;270.5;2.0;2;[np.float64(2125.0), np.float64(2126.0), np.float64(2194.0)];[np.float64(0.9576483964920612), np.float64(8.673653943198076), np.float64(2.3849525451660156)];1025.0;400.0;3;3.3195;3.1571;641.2713763389664;3.24;341.6667;633.0
