;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;338;425;375;440;432.5;;1;[];[];0.0;0.0;0;;;656.561767578125;;;
1;1;title;382;425;415;440;432.5;0.0;1;[];[];0.0;0.0;0;;;616.561767578125;;;
2;2;of;423;425;442;440;432.5;0.0;1;[np.float64(873.0), np.float64(881.0), np.float64(883.0)];[np.float64(4.095086725043111), np.float64(0.0), np.float64(0.47761082649230957)];633.0;233.0;3;3.2837;3.1858;589.561767578125;3.23;211.0;233.0
3;3;Naomi;449;425;509;440;432.5;0.0;1;[np.float64(882.0)];[np.float64(0.0)];134.0;134.0;1;3.2988;3.1816;522.561767578125;3.24;134.0;267.0
4;4;Klein's;518;425;578;440;432.5;0.0;1;[np.float64(880.0), np.float64(884.0)];[np.float64(0.0), np.float64(0.5333602905272983)];466.0;133.0;2;3.2912;3.1152;453.561767578125;3.2;233.0;1000.0
5;5;book;587;425;632;440;432.5;0.0;1;[np.float64(885.0)];[np.float64(0.0)];200.0;200.0;1;3.2752;3.1118;399.561767578125;3.19;200.0;200.0
6;6;is;641;425;654;440;432.5;0.0;1;[];[];0.0;0.0;0;;;377.561767578125;;;
7;7;"""The";663;425;707;440;432.5;0.0;1;[np.float64(874.0)];[np.float64(5.7003047466278645)];200.0;200.0;1;3.3524;3.1361;324.561767578125;3.24;200.0;200.0
8;8;Shock;715;425;774;440;432.5;0.0;1;[np.float64(875.0), np.float64(886.0), np.float64(887.0), np.float64(888.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2.5327673284204937)];466.0;100.0;4;3.2669;3.1955;257.561767578125;3.23;116.5;100.0
9;9;Doctrine:;783;425;867;440;432.5;0.0;1;[np.float64(876.0)];[np.float64(0.0)];166.0;166.0;1;3.3269;3.2143;164.561767578125;3.27;166.0;166.0
10;10;The;876;425;912;440;432.5;0.0;1;[np.float64(877.0), np.float64(889.0)];[np.float64(0.3679962158203125), np.float64(1.742712838309103)];499.0;266.0;2;3.2592;3.1822;119.561767578125;3.22;249.5;266.0
11;11;Rise;921;425;963;440;432.5;0.0;1;[np.float64(878.0), np.float64(890.0)];[np.float64(0.0), np.float64(0.0)];700.0;500.0;2;3.2947;3.1854;68.561767578125;3.24;350.0;500.0
12;12;of;971;425;989;440;432.5;0.0;1;[];[];0.0;0.0;0;;;42.561767578125;;;
13;13;Disaster;996;425;1076;440;432.5;0.0;1;[np.float64(879.0), np.float64(891.0)];[np.float64(0.0), np.float64(0.0)];567.0;367.0;2;3.2904;3.1414;0.0;3.22;283.5;2566.0
14;14;"Capitalism.""";1083;425;1197;444;434.5;2.0;2;[];[];0.0;0.0;0;;;51.438232421875;;;
