;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;248;220;284;235;227.5;;1;[];[];0.0;0.0;0;;;992.231653095586;;;
1;1;image;293;220;349;239;229.5;2.0;1;[];[];0.0;0.0;0;;;930.5339778744434;;;
2;2;features;356;220;434;235;227.5;2.0;1;[];[];0.0;0.0;0;;;854.5237824219571;;;
3;3;a;442;224;453;235;229.5;2.0;1;[];[];0.0;0.0;0;;;837.3821978594477;;;
4;4;dining;461;220;516;239;229.5;0.0;1;[];[];0.0;0.0;0;;;779.2994370897209;;;
5;5;table;524;220;570;235;227.5;2.0;1;[];[];0.0;0.0;0;;;733.846028483812;;;
6;6;with;578;220;615;235;227.5;0.0;1;[];[];0.0;0.0;0;;;695.1626902513127;;;
7;7;a;622;216;629;243;229.5;2.0;1;[];[];0.0;0.0;0;;;679.0473918989519;;;
8;8;plate;643;220;688;239;229.5;0.0;1;[];[];0.0;0.0;0;;;631.8921184520933;;;
9;9;of;696;220;714;235;227.5;2.0;1;[];[];0.0;0.0;0;;;613.1017413028571;;;
10;10;food,;720;220;767;238;229.0;1.5;1;[];[];0.0;0.0;0;;;569.4693494443053;;;
11;11;including;777;220;859;239;229.5;0.5;1;[];[];0.0;0.0;0;;;501.12883020895265;;;
12;12;a;868;224;878;235;229.5;0.0;1;[];[];0.0;0.0;0;;;491.10195380564085;;;
13;13;variety;886;220;950;239;229.5;0.0;1;[];[];0.0;0.0;0;;;442.86344494364187;;;
14;14;of;957;220;975;235;227.5;2.0;1;[];[];0.0;0.0;0;;;432.2274228751246;;;
15;15;snacks;982;220;1049;235;227.5;0.0;1;[];[];0.0;0.0;0;;;397.49664669835477;;;
16;16;and;1058;220;1091;235;227.5;0.0;1;[];[];0.0;0.0;0;;;382.7793250764947;;;
17;17;a;1100;224;1110;235;229.5;2.0;1;[];[];0.0;0.0;0;;;377.47061113841403;;;
18;18;can;1118;224;1151;235;229.5;0.0;1;[];[];0.0;0.0;0;;;369.1001330722983;;;
19;19;of;1160;220;1178;235;227.5;2.0;1;[];[];0.0;0.0;0;;;365.99946949630345;;;
20;20;soda.;1185;220;1235;235;227.5;0.0;1;[];[];0.0;0.0;0;;;364.87174974169056;;;
21;21;The;1244;220;1281;235;227.5;0.0;1;[];[];0.0;0.0;0;;;366.77240606722887;;;
