;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Title:;270;425;315;440;432.5;;1;[];[];0.0;0.0;0;;;237.30881195068355;;;
1;1;Vehicle;324;425;394;440;432.5;0.0;1;[np.float64(759.0), np.float64(776.0), np.float64(778.0)];[np.float64(0.3275711195809663), np.float64(5.600071950392305), np.float64(1.525571346282959)];833.0;233.0;3;3.278;3.1634;158.30881195068355;3.22;277.6667;233.0
2;2;Noise;403;425;457;440;432.5;0.0;1;[np.float64(758.0), np.float64(760.0), np.float64(772.0), np.float64(773.0), np.float64(777.0)];[np.float64(3.943859577178955), np.float64(0.0), np.float64(3.9297351837158203), np.float64(1.6305389404296875), np.float64(4.785382270812988)];976.0;134.0;5;3.3432;3.1977;95.30881195068355;3.27;195.2;600.0
3;3;and;465;425;499;440;432.5;0.0;1;[];[];0.0;0.0;0;;;53.30881195068355;;;
4;4;Vibration;507;425;591;440;432.5;0.0;1;[np.float64(761.0), np.float64(774.0), np.float64(779.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0)];700.0;200.0;3;3.3002;3.1515;0.0;3.23;233.3333;200.0
5;5;Refinement.;600;425;714;440;432.5;0.0;1;[np.float64(762.0), np.float64(764.0), np.float64(775.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0)];600.0;200.0;3;3.363;3.2113;47.69118804931645;3.29;200.0;200.0
6;6;Topic:;723;425;780;444;434.5;2.0;1;[np.float64(763.0), np.float64(767.0)];[np.float64(0.0), np.float64(0.0)];500.0;233.0;2;3.4287;3.2719;170.69118804931645;3.35;250.0;533.0
7;7;Woodhead;789;425;891;440;432.5;2.0;1;[np.float64(765.0), np.float64(766.0), np.float64(768.0), np.float64(769.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)];1268.0;167.0;4;3.4395;3.2849;236.69118804931645;3.36;317.0;1535.0
8;8;Publishing;901;425;998;444;434.5;2.0;1;[np.float64(770.0)];[np.float64(0.0)];367.0;367.0;1;3.3584;3.2594;348.69118804931645;3.31;367.0;367.0
9;9;in;1007;425;1021;440;432.5;2.0;1;[];[];0.0;0.0;0;;;454.69118804931645;;;
10;10;Mechanical;1030;425;1137;440;432.5;0.0;1;[np.float64(771.0)];[np.float64(0.0)];200.0;200.0;1;3.3067;3.1719;477.69118804931645;3.24;200.0;2009.0
11;11;Engineering.;1146;425;1264;444;434.5;2.0;1;[];[];0.0;0.0;0;;;593.6911880493165;;;
