;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;No,;268;342;299;360;351.0;;1;[np.float64(2611.0)];[np.float64(18.524166980616993)];267.0;267.0;1;3.3219;3.22;534.5649014277742;3.27;267.0;267.0
1;1;there;307;342;356;358;350.0;1.0;1;[np.float64(2612.0)];[np.float64(12.798704385757446)];200.0;200.0;1;3.2579;3.1307;480.22321356263234;3.19;200.0;200.0
2;2;is;365;342;378;358;350.0;0.0;1;[];[];0.0;0.0;0;;;459.19167905512455;;;
3;3;no;387;346;409;358;352.0;2.0;1;[np.float64(2613.0)];[np.float64(17.580073529132594)];133.0;133.0;1;3.2017;3.116;429.7209728859241;3.16;133.0;133.0
4;4;chicken;417;342;489;358;350.0;2.0;1;[np.float64(2614.0)];[np.float64(19.688717842101994)];67.0;67.0;1;3.2183;3.1384;354.8735742460706;3.18;67.0;67.0
5;5;in;498;342;512;358;350.0;0.0;1;[];[];0.0;0.0;0;;;333.79762762297497;;;
6;6;this;520;342;553;358;350.0;0.0;1;[];[];0.0;0.0;0;;;296.93663469889725;;;
7;7;image.;562;342;623;362;352.0;2.0;1;[np.float64(2615.0), np.float64(2616.0)];[np.float64(12.905348348617565), np.float64(11.841694184397191)];501.0;334.0;2;3.2656;3.1527;234.86332851851176;3.21;250.5;501.0
8;8;The;632;342;669;358;350.0;2.0;1;[];[];0.0;0.0;0;;;201.50512849188954;;;
9;9;image;677;342;734;362;352.0;2.0;1;[np.float64(2617.0)];[np.float64(8.409599542617798)];200.0;200.0;1;3.269;3.1518;156.93641600186737;3.21;200.0;200.0
10;10;shows;742;342;802;358;350.0;2.0;1;[np.float64(2618.0), np.float64(2619.0)];[np.float64(4.674970269203186), np.float64(4.317094462258467)];376.0;142.0;2;3.2357;3.1449;138.50355830191754;3.19;188.0;376.0
11;11;a;802;338;813;367;352.5;2.5;1;[];[];0.0;0.0;0;;;128.82673520024724;;;
12;12;street;829;343;882;358;350.5;2.0;1;[];[];0.0;0.0;0;;;138.40012691051047;;;
13;13;scene;890;346;947;358;352.0;1.5;1;[np.float64(2620.0)];[np.float64(12.401628719224535)];200.0;200.0;1;3.212;3.0882;156.39018108073327;3.15;200.0;200.0
14;14;with;955;342;992;358;350.0;2.0;1;[np.float64(2621.0)];[np.float64(7.018752098083496)];200.0;200.0;1;3.1908;3.1195;195.70114794270242;3.16;200.0;200.0
15;15;cows.;1001;346;1055;358;352.0;2.0;1;[np.float64(2622.0)];[np.float64(7.335899710655156)];400.0;400.0;1;3.2082;3.1151;230.6515647533772;3.16;400.0;400.0
16;16;There;1064;342;1119;358;350.0;2.0;1;[np.float64(2623.0), np.float64(2624.0)];[np.float64(0.0), np.float64(0.0)];366.0;200.0;2;3.1829;3.0576;283.6817167386795;3.12;183.0;366.0
17;17;is;1128;342;1141;358;350.0;0.0;1;[];[];0.0;0.0;0;;;341.04461253614517;;;
18;18;a;1150;346;1160;358;352.0;2.0;1;[np.float64(2625.0)];[np.float64(2.0002593994140625)];200.0;200.0;1;3.1735;3.0345;361.27841204391433;3.1;200.0;200.0
19;19;white;1167;342;1218;358;350.0;2.0;1;[np.float64(2626.0)];[np.float64(3.577983856201172)];133.0;133.0;1;3.2018;3.0675;377.0491454446032;3.13;133.0;133.0
20;20;cow;1226;346;1263;358;352.0;2.0;1;[];[];0.0;0.0;0;;;432.50603835220704;;;
21;21;with;258;425;295;440;432.5;80.5;2;[np.float64(2628.0)];[np.float64(4.263993944440585)];233.0;233.0;1;3.2287;3.0847;524.0088765541138;3.16;233.0;233.0
22;22;a;304;429;314;440;434.5;2.0;2;[];[];0.0;0.0;0;;;505.12092439141895;;;
23;23;bell;323;425;354;440;432.5;2.0;2;[np.float64(2627.0), np.float64(2629.0)];[np.float64(10.700515747070312), np.float64(7.885772132873512)];266.0;100.0;2;3.2212;3.127;465.3866326379817;3.17;133.0;499.0
24;24;around;362;425;427;440;432.5;0.0;2;[np.float64(2631.0)];[np.float64(5.973103046417236)];134.0;134.0;1;3.32;3.1711;393.0105371637792;3.25;134.0;134.0
25;25;its;437;425;456;440;432.5;0.0;2;[np.float64(2630.0)];[np.float64(1.318830966949463)];133.0;133.0;1;3.2772;3.1466;364.32749040844953;3.21;133.0;267.0
26;26;neck;465;425;509;440;432.5;0.0;2;[];[];0.0;0.0;0;;;312.0581675920732;;;
27;27;looking;518;425;584;444;434.5;2.0;2;[np.float64(2632.0)];[np.float64(0.0)];234.0;234.0;1;3.408;3.2352;237.74022422577173;3.32;234.0;234.0
28;28;directly;593;425;661;444;434.5;0.0;2;[];[];0.0;0.0;0;;;163.45254863895704;;;
29;29;at;669;425;686;440;432.5;2.0;2;[];[];0.0;0.0;0;;;141.4939763833363;;;
30;30;the;693;425;722;440;432.5;0.0;2;[np.float64(2633.0)];[np.float64(0.0)];167.0;167.0;1;3.4514;3.2706;109.33598664135445;3.36;167.0;167.0
31;31;camera,;730;429;806;442;435.5;3.0;2;[np.float64(2634.0)];[np.float64(1.3441057205200195)];200.0;200.0;1;3.4248;3.2612;54.71827609380764;3.34;200.0;200.0
32;32;and;815;425;849;440;432.5;3.0;2;[];[];0.0;0.0;0;;;55.79108858108526;;;
33;33;another;858;425;930;440;432.5;0.0;2;[np.float64(2635.0)];[np.float64(0.0)];200.0;200.0;1;3.4177;3.2754;69.81471583487298;3.35;200.0;200.0
34;34;cow;938;429;975;440;434.5;2.0;2;[np.float64(2636.0)];[np.float64(0.0)];166.0;166.0;1;3.4131;3.3067;134.12394904438324;3.36;166.0;166.0
35;35;in;984;425;998;440;432.5;2.0;2;[np.float64(2637.0)];[np.float64(3.0631103515625)];200.0;200.0;1;3.4096;3.2907;176.99276461016748;3.35;200.0;200.0
36;36;front;1006;425;1049;440;432.5;0.0;2;[];[];0.0;0.0;0;;;197.9926816662503;;;
37;37;of;1057;425;1075;440;432.5;0.0;2;[];[];0.0;0.0;0;;;247.34389664593047;;;
38;38;it;1082;425;1091;440;432.5;0.0;2;[np.float64(2638.0)];[np.float64(2.900732421875091)];167.0;167.0;1;3.4009;3.2473;271.7581354725955;3.32;167.0;167.0
39;39;seen;1099;429;1144;440;434.5;2.0;2;[np.float64(2639.0)];[np.float64(0.0)];100.0;100.0;1;3.3775;3.2026;288.41714801147793;3.29;100.0;100.0
40;40;from;1152;425;1194;440;432.5;2.0;2;[];[];0.0;0.0;0;;;340.5704493356379;;;
41;41;behind.;1203;425;1271;440;432.5;0.0;2;[np.float64(2640.0)];[np.float64(0.0)];167.0;167.0;1;3.3482;3.1848;390.97075616378;3.27;167.0;167.0
42;42;There;346;506;402;522;514.0;81.5;3;[];[];0.0;0.0;0;;;414.15622371456664;;;
43;43;are;410;510;439;522;516.0;2.0;3;[];[];0.0;0.0;0;;;377.2980264915704;;;
44;44;also;447;506;486;522;514.0;2.0;3;[];[];0.0;0.0;0;;;330.18823988699876;;;
45;45;people;494;506;557;526;516.0;2.0;3;[];[];0.0;0.0;0;;;259.23147911531294;;;
46;46;in;565;506;579;522;514.0;2.0;3;[];[];0.0;0.0;0;;;237.25012757289696;;;
47;47;the;588;506;617;522;514.0;0.0;3;[np.float64(2642.0)];[np.float64(8.848013496398949)];167.0;167.0;1;3.3441;3.1864;199.2920322903806;3.27;167.0;167.0
48;48;background,;625;506;742;526;516.0;2.0;3;[np.float64(2641.0), np.float64(2643.0)];[np.float64(22.42629623413086), np.float64(11.625173568725586)];334.0;100.0;2;3.335;3.1677;74.73097799556919;3.25;167.0;501.0
49;49;but;752;506;780;522;514.0;2.0;3;[];[];0.0;0.0;0;;;37.44876731280305;;;
50;50;no;789;510;810;522;516.0;2.0;3;[];[];0.0;0.0;0;;;15.435629227808551;;;
51;51;chickens;818;506;902;522;514.0;2.0;3;[np.float64(2644.0)];[np.float64(10.397176266789204)];200.0;200.0;1;3.3091;3.1502;10.397176266789204;3.23;200.0;200.0
52;52;are;910;510;940;522;516.0;2.0;3;[];[];0.0;0.0;0;;;95.03779563864941;;;
53;53;visible;948;506;1007;522;514.0;2.0;3;[];[];0.0;0.0;0;;;132.36390145948627;;;
54;54;in;1016;506;1030;522;514.0;0.0;3;[];[];0.0;0.0;0;;;200.23004443816467;;;
55;55;the;1038;506;1067;522;514.0;0.0;3;[];[];0.0;0.0;0;;;222.2042618060067;;;
56;56;photograph.;1076;506;1188;526;516.0;2.0;3;[];[];0.0;0.0;0;;;260.1699926314074;;;
