;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;497;770;546;786;778.0;;1;[];[];0.0;0.0;0;;;302.1740317933902;;;
1;1;is;555;770;568;786;778.0;0.0;1;[];[];0.0;0.0;0;;;280.2812698312961;;;
2;2;the;576;770;604;786;778.0;0.0;1;[np.float64(1265.0)];[np.float64(26.274925457021027)];200.0;200.0;1;3.637;3.4407;244.49827987945952;3.54;200.0;200.0
3;3;name;613;774;664;786;780.0;2.0;1;[np.float64(1276.0)];[np.float64(28.385690579047605)];200.0;200.0;1;3.5043;3.2636;185.70954221818675;3.38;200.0;200.0
4;4;of;673;770;690;786;778.0;2.0;1;[];[];0.0;0.0;0;;;159.41273497859484;;;
5;5;the;697;770;726;786;778.0;0.0;1;[np.float64(1266.0)];[np.float64(22.879361996283933)];200.0;200.0;1;3.5134;3.3473;124.17020060838446;3.43;200.0;200.0
6;6;school;735;770;794;786;778.0;0.0;1;[np.float64(1267.0), np.float64(1277.0)];[np.float64(25.272075543036863), np.float64(23.938556387707877)];667.0;300.0;2;3.4362;3.2428;60.102750399480605;3.34;333.5;300.0
7;7;mentioned;803;770;901;786;778.0;0.0;1;[np.float64(1268.0), np.float64(1278.0)];[np.float64(29.176260075202435), np.float64(28.69926632367651)];433.0;333.0;2;3.4052;3.2183;28.69926632367651;3.31;216.5;333.0
8;8;in;910;770;924;786;778.0;0.0;1;[];[];0.0;0.0;0;;;69.40365518519707;;;
9;9;the;932;770;961;786;778.0;0.0;1;[np.float64(1270.0)];[np.float64(32.09425800763643)];166.0;166.0;1;3.4868;3.3223;89.89611827568937;3.4;166.0;166.0
10;10;image?;970;770;1038;790;780.0;2.0;1;[np.float64(1269.0), np.float64(1275.0)];[np.float64(32.088027128806516), np.float64(24.948214611640424)];566.0;400.0;2;3.4248;3.2341;126.49070491285232;3.33;283.0;1399.0
