;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;My;267;261;293;280;270.5;;1;[np.float64(5946.0)];[np.float64(87.57640737295145)];266.0;266.0;1;3.3074;3.3599;928.2355511037568;3.33;266.0;266.0
1;1;goal;301;261;340;280;270.5;0.0;1;[];[];0.0;0.0;0;;;883.4285802412634;;;
2;2;is;349;261;362;276;268.5;2.0;1;[np.float64(5947.0)];[np.float64(89.79006035711743)];633.0;633.0;1;3.3053;3.3541;863.81143036394;3.33;633.0;633.0
3;3;not;371;261;400;276;268.5;0.0;1;[];[];0.0;0.0;0;;;827.9137570172696;;;
4;4;to;407;261;425;276;268.5;0.0;1;[];[];0.0;0.0;0;;;804.4022008854821;;;
5;5;be;433;261;455;276;268.5;0.0;1;[];[];0.0;0.0;0;;;776.3111198910885;;;
6;6;better;463;261;518;276;268.5;0.0;1;[np.float64(5948.0)];[np.float64(94.9879392896379)];234.0;234.0;1;3.3762;3.3805;717.822867028188;3.38;234.0;234.0
7;7;than;525;261;566;276;268.5;0.0;1;[np.float64(5949.0)];[np.float64(90.5204758644104)];200.0;200.0;1;3.3589;3.3696;673.8066153964395;3.36;200.0;200.0
8;8;anyone;574;265;644;280;272.5;4.0;1;[];[];0.0;0.0;0;;;601.7491761818472;;;
9;9;else,;651;261;695;279;270.0;2.5;1;[];[];0.0;0.0;0;;;557.2899775663914;;;
10;10;but;705;261;733;276;268.5;1.5;1;[np.float64(5950.0)];[np.float64(86.68512949552489)];234.0;234.0;1;3.2903;3.3156;526.1239296162057;3.3;234.0;234.0
11;11;rather;742;261;797;276;268.5;0.0;1;[];[];0.0;0.0;0;;;472.9460554292088;;;
12;12;to;804;261;821;276;268.5;0.0;1;[np.float64(5951.0)];[np.float64(75.69875621795654)];200.0;200.0;1;3.2114;3.258;453.7254837539622;3.23;200.0;200.0
13;13;use;830;265;863;276;270.5;2.0;1;[];[];0.0;0.0;0;;;421.2710413923259;;;
14;14;my;871;265;898;280;272.5;2.0;1;[np.float64(5952.0)];[np.float64(69.43504967008317)];233.0;233.0;1;3.1721;3.2199;392.80613821840325;3.2;233.0;233.0
15;15;own;906;265;944;276;270.5;2.0;1;[];[];0.0;0.0;0;;;364.23294239274344;;;
16;16;abilities;952;261;1023;276;268.5;2.0;1;[];[];0.0;0.0;0;;;318.7604827984482;;;
17;17;and;1031;261;1065;276;268.5;0.0;1;[];[];0.0;0.0;0;;;300.29772077374747;;;
18;18;passions;1074;261;1158;280;270.5;2.0;1;[];[];0.0;0.0;0;;;274.26714025564274;;;
19;19;in;1167;261;1182;276;268.5;2.0;1;[];[];0.0;0.0;0;;;277.37806463241577;;;
20;20;order;1190;261;1240;276;268.5;0.0;1;[];[];0.0;0.0;0;;;277.5559038404565;;;
21;21;to;1246;261;1264;276;268.5;0.0;1;[];[];0.0;0.0;0;;;285.1068466979292;;;
22;22;achieve;276;342;350;358;350.0;81.5;2;[];[];0.0;0.0;0;;;852.7495312205222;;;
23;23;success.;358;346;442;358;352.0;2.0;2;[];[];0.0;0.0;0;;;763.487827124141;;;
24;24;|;452;342;454;358;350.0;2.0;2;[];[];0.0;0.0;0;;;751.893665219758;;;
25;25;am;463;346;491;358;352.0;2.0;2;[];[];0.0;0.0;0;;;716.2291652532854;;;
26;26;a;499;346;510;358;352.0;0.0;2;[];[];0.0;0.0;0;;;697.968995067077;;;
27;27;person;518;346;582;362;354.0;2.0;2;[];[];0.0;0.0;0;;;627.9396653684511;;;
28;28;who;590;342;629;358;350.0;4.0;2;[];[];0.0;0.0;0;;;584.6760350093895;;;
29;29;values;637;342;698;358;350.0;0.0;2;[np.float64(5954.0)];[np.float64(0.0)];100.0;100.0;1;3.1365;3.2367;520.1538140701673;3.19;100.0;100.0
30;30;self-improvement;707;342;872;362;352.0;2.0;2;[np.float64(5953.0), np.float64(5955.0), np.float64(5956.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0)];767.0;200.0;3;3.1601;3.221;362.67075898415607;3.19;255.6667;867.0
31;31;and;879;342;913;358;350.0;2.0;2;[];[];0.0;0.0;0;;;330.90287272547613;;;
32;32;growth;922;342;986;362;352.0;2.0;2;[np.float64(5957.0)];[np.float64(0.0)];200.0;200.0;1;3.2605;3.2668;272.55657195398516;3.26;200.0;200.0
33;33;as;994;346;1015;358;352.0;0.0;2;[];[];0.0;0.0;0;;;255.7719590578243;;;
34;34;much;1024;342;1074;358;350.0;2.0;2;[np.float64(5958.0)];[np.float64(0.0)];400.0;400.0;1;3.2966;3.3134;222.31179619025156;3.3;400.0;400.0
35;35;as;1083;346;1104;358;352.0;2.0;2;[];[];0.0;0.0;0;;;209.66303632849636;;;
36;36;others;1112;342;1171;358;350.0;2.0;2;[];[];0.0;0.0;0;;;195.58828247481807;;;
37;37;do.;1179;342;1207;358;350.0;0.0;2;[np.float64(5959.0)];[np.float64(9.860308658570787)];200.0;200.0;1;3.2273;3.2272;195.37806463241577;3.23;200.0;200.0
38;38;The;1216;342;1252;358;350.0;0.0;2;[];[];0.0;0.0;0;;;198.6551216484787;;;
39;39;phrase;257;425;322;444;434.5;84.5;3;[np.float64(5960.0)];[np.float64(3.4109580516815186)];400.0;400.0;1;3.2591;3.2643;865.0089125213525;3.26;400.0;400.0
40;40;"""my";330;425;365;444;434.5;0.0;3;[];[];0.0;0.0;0;;;822.372034372898;;;
41;41;goal;373;425;411;444;434.5;0.0;3;[];[];0.0;0.0;0;;;776.8048097840151;;;
42;42;is;421;425;434;440;432.5;2.0;3;[np.float64(5961.0)];[np.float64(0.0)];367.0;367.0;1;3.2271;3.2185;754.6315073021532;3.22;367.0;367.0
43;43;not;443;425;471;440;432.5;0.0;3;[];[];0.0;0.0;0;;;718.0730082484205;;;
44;44;to;479;425;496;440;432.5;0.0;3;[np.float64(5962.0)];[np.float64(0.0)];200.0;200.0;1;3.282;3.2203;693.3978345119727;3.25;200.0;200.0
45;45;be;505;425;526;440;432.5;0.0;3;[];[];0.0;0.0;0;;;663.8197127104931;;;
46;46;better;535;425;590;440;432.5;0.0;3;[np.float64(5963.0)];[np.float64(0.0)];200.0;200.0;1;3.2649;3.2812;600.8595451636694;3.27;200.0;200.0
47;47;than;596;425;637;440;432.5;0.0;3;[np.float64(5964.0)];[np.float64(0.0)];167.0;167.0;1;3.2783;3.3182;554.774739032421;3.3;167.0;167.0
48;48;anyone;646;429;715;444;436.5;4.0;3;[np.float64(5965.0)];[np.float64(8.065348148346004)];400.0;400.0;1;3.3032;3.3433;477.754881871465;3.32;400.0;400.0
49;49;"else""";723;425;769;440;432.5;4.0;3;[];[];0.0;0.0;0;;;426.41487897110716;;;
50;50;reflects;778;425;847;440;432.5;0.0;3;[];[];0.0;0.0;0;;;351.834321248695;;;
51;51;my;856;429;882;444;436.5;4.0;3;[];[];0.0;0.0;0;;;317.50080553411266;;;
52;52;determination;890;425;1019;440;432.5;4.0;3;[np.float64(5966.0)];[np.float64(18.979238688945827)];267.0;267.0;1;3.2718;3.2715;196.9689475971131;3.27;267.0;267.0
53;53;for;1027;425;1053;440;432.5;0.0;3;[];[];0.0;0.0;0;;;170.29472766828647;;;
54;54;personal;1061;425;1141;444;434.5;2.0;3;[];[];0.0;0.0;0;;;116.14514646564132;;;
55;55;development;1149;425;1272;444;434.5;0.0;3;[np.float64(5967.0), np.float64(5968.0)];[np.float64(29.011507749557495), np.float64(20.1627135276795)];367.0;267.0;2;3.2044;3.1889;109.37806463241577;3.2;183.5;367.0
56;56;and;306;506;339;522;514.0;79.5;4;[np.float64(5969.0), np.float64(5978.0)];[np.float64(1.0621770222982718), np.float64(61.887254160482605)];600.0;300.0;2;3.2269;3.2219;841.6508804936681;3.22;300.0;300.0
57;57;progress.;349;510;436;526;518.0;4.0;4;[np.float64(5970.0), np.float64(5971.0), np.float64(5977.0), np.float64(5979.0)];[np.float64(1.1105389595031738), np.float64(3.7289371490478516), np.float64(42.67350101470947), np.float64(50.679049491882324)];801.0;334.0;4;3.2098;3.1687;744.5692859867514;3.19;200.25;501.0
58;58;It;447;506;457;522;514.0;4.0;4;[];[];0.0;0.0;0;;;723.7462842777737;;;
59;59;emphasizes;465;506;579;526;516.0;2.0;4;[np.float64(5973.0), np.float64(5980.0), np.float64(5981.0), np.float64(5982.0)];[np.float64(7.985626220703125), np.float64(40.62054252624512), np.float64(44.160364270210266), np.float64(35.85524845123291)];900.0;234.0;4;3.1959;3.1637;601.6889667726134;3.18;225.0;234.0
60;60;that;587;506;623;522;514.0;2.0;4;[np.float64(5972.0)];[np.float64(11.933936595916805)];200.0;200.0;1;3.1879;3.1784;557.9487878823994;3.18;200.0;434.0
61;61;|;631;506;634;522;514.0;0.0;4;[];[];0.0;0.0;0;;;546.9665465648332;;;
62;62;will;643;506;671;522;514.0;0.0;4;[np.float64(5983.0)];[np.float64(39.323980266356614)];267.0;267.0;1;3.1336;3.1542;510.0318974563025;3.14;267.0;267.0
63;63;strive;680;506;731;522;514.0;0.0;4;[np.float64(5975.0)];[np.float64(21.652352333068848)];300.0;300.0;1;3.1778;3.2575;450.1606875074423;3.22;300.0;300.0
64;64;to;739;507;756;522;514.5;0.5;4;[];[];0.0;0.0;0;;;425.22506547489667;;;
65;65;improve;765;506;839;526;516.0;1.5;4;[np.float64(5974.0), np.float64(5976.0), np.float64(5984.0), np.float64(5985.0)];[np.float64(26.035778808593705), np.float64(13.519094657897995), np.float64(33.507095323734376), np.float64(28.558008979912216)];933.0;167.0;4;3.0922;3.1907;342.16284827235137;3.14;233.25;2766.0
66;66;myself;848;506;910;526;516.0;0.0;4;[];[];0.0;0.0;0;;;271.44995128709473;;;
67;67;regardless;917;506;1016;526;516.0;0.0;4;[np.float64(5986.0)];[np.float64(23.18972628457209)];233.0;233.0;1;2.9246;3.0443;166.33440351600126;2.98;233.0;233.0
68;68;of;1025;506;1043;522;514.0;2.0;4;[];[];0.0;0.0;0;;;140.61154639472838;;;
69;69;external;1050;506;1125;522;514.0;0.0;4;[np.float64(5987.0), np.float64(5988.0)];[np.float64(29.87454915046692), np.float64(39.294167109898126)];366.0;133.0;2;2.994;3.0853;63.3783989783263;3.04;183.0;366.0
70;70;factors;1133;506;1198;522;514.0;0.0;4;[np.float64(5989.0)];[np.float64(31.37806463241577)];134.0;134.0;1;3.0192;3.1111;31.37806463241577;3.07;134.0;134.0
71;71;or;1206;510;1225;522;516.0;2.0;4;[];[];0.0;0.0;0;;;40.708321819459634;;;
72;72;competition.;710;588;825;607;597.5;81.5;5;[];[];0.0;0.0;0;;;356.7497388283454;;;
