;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;264;342;300;358;350.0;;1;[];[];0.0;0.0;0;;;668.349392585957;;;
1;1;image;309;342;365;362;352.0;2.0;1;[np.float64(3137.0)];[np.float64(80.49233818054199)];67.0;67.0;1;3.4531;3.4094;604.4544649177024;3.43;67.0;67.0
2;2;shows;373;342;433;358;350.0;2.0;1;[];[];0.0;0.0;0;;;540.33774134991;;;
3;3;two;441;343;474;358;350.5;0.5;1;[];[];0.0;0.0;0;;;501.39941658921384;;;
4;4;people;483;342;546;362;352.0;1.5;1;[];[];0.0;0.0;0;;;432.45368419549106;;;
5;5;holding;554;342;621;362;352.0;0.0;1;[];[];0.0;0.0;0;;;363.7508281814571;;;
6;6;hands,;630;342;692;360;351.0;1.0;1;[];[];0.0;0.0;0;;;302.549858911688;;;
7;7;one;701;346;736;358;352.0;1.0;1;[];[];0.0;0.0;0;;;267.53825498800995;;;
8;8;person's;745;342;824;362;352.0;0.0;1;[];[];0.0;0.0;0;;;201.71731074207122;;;
9;9;hand;833;342;878;358;350.0;2.0;1;[np.float64(3164.0)];[np.float64(28.519876003265324)];100.0;100.0;1;3.2532;3.2503;177.43308361899992;3.25;100.0;100.0
10;10;on;886;346;908;358;352.0;2.0;1;[];[];0.0;0.0;0;;;167.84483779349299;;;
11;11;top;916;343;946;362;352.5;0.5;1;[];[];0.0;0.0;0;;;158.98027485387277;;;
12;12;of;953;342;971;358;350.0;2.5;1;[np.float64(3163.0)];[np.float64(21.768040943145763)];167.0;167.0;1;3.2509;3.2235;163.03672957646506;3.24;167.0;267.0
13;13;another.;978;342;1055;358;350.0;0.0;1;[np.float64(3173.0)];[np.float64(11.583435944148448)];233.0;233.0;1;3.3045;3.2265;165.67176544944783;3.27;233.0;233.0
14;14;They;1064;342;1112;362;352.0;2.0;1;[np.float64(3174.0)];[np.float64(6.466343402862549)];134.0;134.0;1;3.3928;3.2957;196.6850191143925;3.34;134.0;134.0
15;15;are;1120;346;1150;358;352.0;0.0;1;[np.float64(3172.0)];[np.float64(14.237707376480103)];66.0;66.0;1;3.2026;3.104;236.81409406463635;3.15;66.0;433.0
16;16;smiling;1158;342;1223;362;352.0;0.0;1;[];[];0.0;0.0;0;;;263.240865684535;;;
17;17;and;1231;342;1265;358;350.0;2.0;1;[np.float64(3175.0)];[np.float64(4.825716313809599)];100.0;100.0;1;3.4071;3.2936;326.414858224544;3.35;100.0;100.0
18;18;seem;254;429;305;440;434.5;84.5;2;[np.float64(3153.0), np.float64(3177.0)];[np.float64(35.79871153831482), np.float64(30.777191400527954)];534.0;267.0;2;3.3137;3.2588;648.2528992913307;3.29;267.0;267.0
19;19;to;312;425;330;440;432.5;2.0;2;[np.float64(3138.0)];[np.float64(21.88303592089711)];367.0;367.0;1;3.2869;3.2604;623.4564781247874;3.27;367.0;367.0
20;20;be;338;425;360;440;432.5;0.0;2;[np.float64(3154.0), np.float64(3176.0)];[np.float64(37.85051958901539), np.float64(19.52929425239563)];366.0;233.0;2;3.3009;3.2538;593.7233114230403;3.28;183.0;233.0
21;21;at;368;425;385;440;432.5;0.0;2;[np.float64(3139.0), np.float64(3178.0)];[np.float64(24.485109448432922), np.float64(36.18285552427834)];434.0;134.0;2;3.2099;3.1877;568.9670721608483;3.2;217.0;134.0
22;22;peace;393;429;450;444;436.5;4.0;2;[np.float64(3140.0), np.float64(3152.0), np.float64(3155.0), np.float64(3179.0)];[np.float64(22.500303677150214), np.float64(24.144264221191406), np.float64(28.06203689575193), np.float64(30.785120691571933)];966.0;467.0;4;3.3078;3.2481;504.08711428900483;3.28;241.5;467.0
23;23;with;458;425;495;440;432.5;4.0;2;[];[];0.0;0.0;0;;;460.35272061576524;;;
24;24;each;504;425;549;440;432.5;0.0;2;[np.float64(3141.0)];[np.float64(19.72480792999272)];333.0;333.0;1;3.324;3.2476;407.30520512119085;3.29;333.0;333.0
25;25;other.;557;425;611;440;432.5;0.0;2;[np.float64(3142.0), np.float64(3156.0), np.float64(3181.0)];[np.float64(30.978217661380768), np.float64(26.251790237426803), np.float64(24.85638666152954)];565.0;266.0;3;3.328;3.262;346.76159481070135;3.3;188.3333;266.0
26;26;This;620;425;660;440;432.5;0.0;2;[np.float64(3157.0)];[np.float64(16.422559601919943)];466.0;466.0;1;3.4282;3.3784;299.334720072547;3.4;466.0;466.0
27;27;is;669;425;682;440;432.5;0.0;2;[np.float64(3143.0), np.float64(3165.0), np.float64(3180.0), np.float64(3182.0)];[np.float64(35.81591122491017), np.float64(29.864732537950772), np.float64(24.784176404660133), np.float64(19.411764144897404)];832.0;233.0;4;3.331;3.2792;278.2184290731292;3.31;208.0;233.0
