;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Can;345;757;382;772;764.5;;1;[np.float64(3222.0), np.float64(3224.0)];[np.float64(4.330880165100098), np.float64(10.033058112830064)];534.0;300.0;2;3.5363;3.6199;693.6100260416667;3.58;267.0;300.0
1;1;you;390;761;422;776;768.5;4.0;1;[np.float64(3223.0), np.float64(3225.0)];[np.float64(12.726821899414062), np.float64(7.244037628173828)];400.0;100.0;2;3.5797;3.6394;653.6112902929821;3.61;200.0;634.0
2;2;spot;431;757;470;776;766.5;2.0;1;[np.float64(3226.0)];[np.float64(12.834972034801126)];367.0;367.0;1;3.5901;3.6756;605.6100260416667;3.63;367.0;367.0
3;3;the;478;757;507;772;764.5;2.0;1;[];[];0.0;0.0;0;;;568.6100260416667;;;
4;4;purple;516;757;573;776;766.5;2.0;1;[np.float64(3227.0), np.float64(3228.0)];[np.float64(17.503722190856934), np.float64(13.07377953962839)];501.0;134.0;2;3.6146;3.6809;502.61002604166674;3.65;250.5;501.0
5;5;umbrella;582;757;662;772;764.5;2.0;1;[np.float64(3229.0)];[np.float64(8.351590156555176)];600.0;600.0;1;3.6354;3.7026;413.61002604166674;3.67;600.0;600.0
6;6;near;671;761;713;772;766.5;2.0;1;[np.float64(3249.0)];[np.float64(15.091206823076504)];233.0;233.0;1;3.3328;3.3542;362.61230486872176;3.34;233.0;233.0
7;7;the;720;757;748;772;764.5;2.0;1;[np.float64(3230.0)];[np.float64(7.2983503341674805)];300.0;300.0;1;3.6727;3.7152;327.61002604166674;3.69;300.0;300.0
8;8;green;757;761;810;776;768.5;4.0;1;[np.float64(3231.0), np.float64(3233.0)];[np.float64(13.863090242658359), np.float64(7.575301170349121)];533.0;233.0;2;3.5185;3.5412;265.6131370812134;3.53;266.5;533.0
9;9;leaves?;819;757;890;772;764.5;4.0;1;[np.float64(3242.0)];[np.float64(0.0)];267.0;267.0;1;3.3496;3.3316;185.61002604166674;3.34;267.0;267.0
10;10;It;899;757;910;772;764.5;0.0;1;[np.float64(3243.0)];[np.float64(0.0)];200.0;200.0;1;3.2805;3.2965;165.61002604166674;3.29;200.0;200.0
11;11;appears;918;761;994;776;768.5;4.0;1;[];[];0.0;0.0;0;;;81.62015073981486;;;
12;12;to;1001;757;1018;772;764.5;4.0;1;[np.float64(3244.0)];[np.float64(0.0)];333.0;333.0;1;3.2554;3.2486;57.61002604166674;3.25;333.0;333.0
13;13;be;1027;757;1048;772;764.5;0.0;1;[np.float64(3247.0), np.float64(3251.0)];[np.float64(2.2595388239080876), np.float64(0.0)];534.0;367.0;2;3.3397;3.385;27.610026041666742;3.36;267.0;367.0
14;14;left;1057;757;1085;772;764.5;0.0;1;[np.float64(3245.0), np.float64(3250.0), np.float64(3252.0)];[np.float64(0.6017262935638428), np.float64(1.9155913538299199), np.float64(0.0)];1167.0;400.0;3;3.3046;3.3044;0.0;3.3;389.0;400.0
15;15;behind;1093;757;1155;772;764.5;0.0;1;[np.float64(3246.0), np.float64(3248.0)];[np.float64(0.5222663879394531), np.float64(1.5329519271850813)];267.0;100.0;2;3.4133;3.4059;17.389973958333258;3.41;133.5;1801.0
16;16;by;1165;757;1185;776;766.5;2.0;1;[];[];0.0;0.0;0;;;89.38997395833326;;;
17;17;someone.;722;786;813;798;792.0;25.5;2;[];[];0.0;0.0;0;;;263.9222542218335;;;
