;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;248;220;285;235;227.5;;1;[np.float64(3828.0)];[np.float64(70.78655517101288)];400.0;400.0;1;3.1807;3.1784;297.66687176782847;3.18;400.0;400.0
1;1;bowl;293;220;335;235;227.5;0.0;1;[np.float64(3829.0)];[np.float64(68.1575665473938)];200.0;200.0;1;3.0457;3.0086;250.60405719552767;3.03;200.0;200.0
2;2;in;345;220;359;235;227.5;0.0;1;[];[];0.0;0.0;0;;;228.45758996271113;;;
3;3;the;367;220;396;235;227.5;0.0;1;[np.float64(3830.0)];[np.float64(63.68121204376217)];166.0;166.0;1;3.0572;3.0178;195.17561923389135;3.04;166.0;166.0
4;4;image;405;220;461;239;229.5;2.0;1;[];[];0.0;0.0;0;;;138.68271083677183;;;
5;5;contains;469;220;548;235;227.5;2.0;1;[np.float64(3831.0), np.float64(3832.0)];[np.float64(68.42913012504579), np.float64(65.31902021557188)];567.0;333.0;2;3.1392;3.079;94.33915531299249;3.11;283.5;567.0
6;6;miniature;557;220;644;235;227.5;0.0;1;[np.float64(3833.0)];[np.float64(62.35146236419672)];300.0;300.0;1;3.1188;3.0809;92.18788419451027;3.1;300.0;300.0
7;7;items,;653;220;707;238;229.0;1.5;1;[np.float64(3834.0)];[np.float64(57.63180204538196)];434.0;434.0;1;3.1645;3.1378;123.1831379820803;3.15;434.0;434.0
8;8;as;717;224;738;235;229.5;0.5;1;[np.float64(3835.0)];[np.float64(56.54961652755736)];167.0;167.0;1;3.3023;3.2565;175.18604757469075;3.28;167.0;167.0
9;9;indicated;747;220;831;235;227.5;2.0;1;[np.float64(3836.0)];[np.float64(56.362961632864824)];233.0;233.0;1;3.2448;3.2137;201.31628703542714;3.23;233.0;233.0
10;10;by;841;220;862;239;229.5;2.0;1;[];[];0.0;0.0;0;;;286.8602080972988;;;
11;11;the;869;220;898;235;227.5;2.0;1;[np.float64(3837.0)];[np.float64(55.109564900398254)];400.0;400.0;1;3.186;3.1467;314.77055952975934;3.17;400.0;400.0
12;12;comparison;906;220;1016;239;229.5;2.0;1;[np.float64(3838.0)];[np.float64(42.02590036392212)];167.0;167.0;1;3.1577;3.0484;349.28448864054127;3.1;167.0;167.0
13;13;with;1024;220;1062;235;227.5;2.0;1;[];[];0.0;0.0;0;;;465.1942267962949;;;
14;14;the;1070;220;1099;235;227.5;0.0;1;[];[];0.0;0.0;0;;;510.3633503932585;;;
15;15;penny.;1108;224;1170;239;231.5;4.0;1;[np.float64(3853.0)];[np.float64(23.070998549461365)];133.0;133.0;1;3.1968;3.1162;547.1223216261011;3.16;133.0;133.0
16;16;To;1179;220;1203;235;227.5;4.0;1;[];[];0.0;0.0;0;;;617.8841575429228;;;
17;17;provide;1212;220;1281;239;229.5;2.0;1;[];[];0.0;0.0;0;;;649.9786418382906;;;
18;18;an;247;306;270;317;311.5;82.0;2;[];[];0.0;0.0;0;;;298.20581057333675;;;
19;19;accurate;278;302;360;317;309.5;2.0;2;[np.float64(3844.0)];[np.float64(0.0)];367.0;367.0;1;3.1284;3.0653;208.2810455667218;3.1;367.0;367.0
20;20;estimate;368;302;449;317;309.5;0.0;2;[np.float64(3845.0)];[np.float64(0.02452459335330559)];167.0;167.0;1;3.1439;3.0427;119.4669238171662;3.09;167.0;167.0
21;21;of;457;302;475;317;309.5;0.0;2;[np.float64(3846.0)];[np.float64(1.8968331473214448)];234.0;234.0;1;3.2479;3.1585;93.58790462682725;3.2;234.0;234.0
22;22;the;482;302;511;317;309.5;0.0;2;[];[];0.0;0.0;0;;;57.93454311122622;;;
23;23;bowl's;519;302;577;317;309.5;0.0;2;[np.float64(3847.0), np.float64(3926.0)];[np.float64(0.0), np.float64(10.187884194510275)];766.0;533.0;2;3.2177;3.1612;10.187884194510275;3.19;383.0;533.0
24;24;size,;585;302;628;319;310.5;1.0;2;[np.float64(3848.0)];[np.float64(3.510274946849353)];200.0;200.0;1;3.3182;3.2531;18.840478026151466;3.29;200.0;200.0
25;25;|;638;302;641;317;309.5;1.0;2;[];[];0.0;0.0;0;;;70.70609379632897;;;
26;26;would;649;302;705;317;309.5;0.0;2;[np.float64(3849.0)];[np.float64(7.6836026120124075)];267.0;267.0;1;3.3687;3.2957;81.60670086208884;3.33;267.0;267.0
27;27;need;714;302;759;317;309.5;0.0;2;[];[];0.0;0.0;0;;;146.32337011172635;;;
28;28;to;767;302;785;317;309.5;0.0;2;[];[];0.0;0.0;0;;;199.22892659389746;;;
29;29;know;793;302;842;317;309.5;0.0;2;[];[];0.0;0.0;0;;;225.19883480573364;;;
30;30;the;850;302;879;317;309.5;0.0;2;[np.float64(3850.0)];[np.float64(12.969936711447588)];233.0;233.0;1;3.3237;3.2412;282.1522601425489;3.28;233.0;233.0
