;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;455;770;504;786;778.0;;1;[np.float64(525.0), np.float64(526.0), np.float64(545.0)];[np.float64(22.874334062848845), np.float64(0.0), np.float64(0.25233447551727295)];734.0;234.0;3;3.516;3.4494;432.40350952148447;3.48;244.6667;467.0
1;1;is;513;770;526;786;778.0;0.0;1;[np.float64(546.0)];[np.float64(2.8316900398048217)];167.0;167.0;1;3.4874;3.3986;410.40350952148447;3.44;167.0;167.0
2;2;the;533;770;562;786;778.0;0.0;1;[np.float64(527.0)];[np.float64(0.2852323055267334)];133.0;133.0;1;3.4395;3.3896;374.40350952148447;3.41;133.0;133.0
3;3;purpose;571;774;646;790;782.0;4.0;1;[np.float64(528.0), np.float64(547.0)];[np.float64(5.440270900726318), np.float64(10.622341632843018)];400.0;200.0;2;3.4363;3.4064;290.41686175444215;3.42;200.0;200.0
4;4;of;654;770;672;786;778.0;4.0;1;[];[];0.0;0.0;0;;;264.40350952148447;;;
5;5;the;679;770;708;786;778.0;0.0;1;[np.float64(529.0), np.float64(544.0), np.float64(548.0)];[np.float64(0.0), np.float64(6.030569076538086), np.float64(3.2547416670704177)];965.0;266.0;3;3.4345;3.4691;228.40350952148447;3.45;321.6667;266.0
6;6;Om;716;770;748;786;778.0;0.0;1;[np.float64(530.0)];[np.float64(0.0)];133.0;133.0;1;3.4944;3.5795;188.40350952148447;3.54;133.0;133.0
7;7;chanting;757;770;836;790;780.0;2.0;1;[np.float64(531.0), np.float64(549.0)];[np.float64(0.0), np.float64(0.0)];868.0;534.0;2;3.4627;3.5338;100.40350952148447;3.5;434.0;534.0
8;8;mentioned;845;770;943;786;778.0;2.0;1;[np.float64(532.0), np.float64(550.0)];[np.float64(0.0), np.float64(0.0)];367.0;200.0;2;3.4512;3.5241;0.0;3.49;183.5;2034.0
9;9;in;953;770;966;786;778.0;0.0;1;[];[];0.0;0.0;0;;;16.596490478515534;;;
10;10;the;975;770;1004;786;778.0;0.0;1;[];[];0.0;0.0;0;;;38.596490478515534;;;
11;11;image?;1013;770;1080;790;780.0;2.0;1;[];[];0.0;0.0;0;;;76.59649047851553;;;
