;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;No,;262;342;293;361;351.5;;1;[np.float64(3585.0)];[np.float64(55.91250991821289)];266.0;266.0;1;3.4887;3.4417;724.2023330053347;3.47;266.0;266.0
1;1;the;302;342;331;358;350.0;1.5;1;[];[];0.0;0.0;0;;;687.869509769601;;;
2;2;artist;339;342;386;358;350.0;0.0;1;[np.float64(3586.0)];[np.float64(42.973835672651035)];233.0;233.0;1;3.3281;3.3028;634.5350538868394;3.32;233.0;233.0
3;3;did;393;342;420;358;350.0;0.0;1;[];[];0.0;0.0;0;;;601.7146659398634;;;
4;4;not;429;343;458;358;350.5;0.5;1;[];[];0.0;0.0;0;;;565.1981148673894;;;
5;5;include;466;342;533;358;350.0;0.5;1;[];[];0.0;0.0;0;;;493.7833608203741;;;
6;6;a;541;346;551;358;352.0;2.0;1;[];[];0.0;0.0;0;;;476.80766670921196;;;
7;7;chicken;559;342;631;358;350.0;2.0;1;[];[];0.0;0.0;0;;;402.4386362718216;;;
8;8;in;641;342;655;358;350.0;0.0;1;[];[];0.0;0.0;0;;;380.57357691229134;;;
9;9;this;663;342;696;358;350.0;0.0;1;[];[];0.0;0.0;0;;;343.8801262377365;;;
10;10;piece.;705;342;759;362;352.0;2.0;1;[];[];0.0;0.0;0;;;287.5485684041085;;;
11;11;The;768;342;805;358;350.0;2.0;1;[];[];0.0;0.0;0;;;252.8486586688605;;;
12;12;image;813;342;870;362;352.0;2.0;1;[];[];0.0;0.0;0;;;203.89792736539437;;;
13;13;features;877;342;955;358;350.0;2.0;1;[];[];0.0;0.0;0;;;167.41756460260703;;;
14;14;two;963;343;996;358;350.5;0.5;1;[];[];0.0;0.0;0;;;161.38752961407496;;;
15;15;cows;1004;346;1052;358;352.0;1.5;1;[];[];0.0;0.0;0;;;161.4034237805939;;;
16;16;standing;1061;342;1141;362;352.0;0.0;1;[];[];0.0;0.0;0;;;168.87230473998878;;;
17;17;next;1150;343;1190;358;350.5;1.5;1;[];[];0.0;0.0;0;;;220.51915270185063;;;
