;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;In;268;383;283;399;391.0;;1;[np.float64(4915.0)];[np.float64(19.390276778827968)];366.0;366.0;1;4.1089;4.1108;565.7309868618205;4.11;366.0;366.0
1;1;this;292;383;324;399;391.0;0.0;1;[];[];0.0;0.0;0;;;525.3455940237818;;;
2;2;image,;333;383;395;402;392.5;1.5;1;[np.float64(4916.0)];[np.float64(17.14074836943456)];366.0;366.0;1;3.9247;3.8966;455.05997196931384;3.91;366.0;366.0
3;3;|;405;383;407;399;391.0;1.5;1;[];[];0.0;0.0;0;;;443.93485963941964;;;
4;4;can;417;387;450;399;393.0;2.0;1;[];[];0.0;0.0;0;;;402.0138822169715;;;
5;5;see;458;387;492;398;392.5;0.5;1;[np.float64(4917.0)];[np.float64(14.993706907544833)];233.0;233.0;1;3.9406;3.9222;361.57428234945405;3.93;233.0;233.0
6;6;a;500;387;510;398;392.5;0.0;1;[];[];0.0;0.0;0;;;344.23972127628485;;;
7;7;couch,;518;383;580;401;392.0;0.5;1;[np.float64(4918.0)];[np.float64(8.340363502502441)];267.0;267.0;1;3.881;3.9278;276.62120583772554;3.9;267.0;267.0
8;8;a;590;387;600;398;392.5;0.5;1;[];[];0.0;0.0;0;;;258.93262819434733;;;
9;9;chair,;608;383;659;401;392.0;0.5;1;[np.float64(4919.0)];[np.float64(6.321458339691105)];334.0;334.0;1;3.8539;3.919;203.8242907675881;3.89;334.0;334.0
10;10;and;668;383;702;399;391.0;1.0;1;[];[];0.0;0.0;0;;;167.70658354722667;;;
11;11;a;710;387;720;398;392.5;1.5;1;[];[];0.0;0.0;0;;;153.75174664365886;;;
12;12;refrigerator.;729;383;839;402;392.5;0.0;1;[np.float64(4920.0)];[np.float64(6.8821805119514465)];267.0;267.0;1;3.3943;3.5037;91.05769930315917;3.45;267.0;267.0
13;13;The;848;383;884;399;391.0;1.5;1;[np.float64(4921.0), np.float64(4947.0)];[np.float64(17.02969193458557), np.float64(32.01080131530762)];333.0;133.0;2;3.2045;3.2531;94.30932496542682;3.23;166.5;133.0
