;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;283;342;319;358;350.0;;1;[np.float64(1119.0)];[np.float64(24.792811757233537)];200.0;200.0;1;4.4393;4.3925;249.66839602291313;4.42;200.0;200.0
1;1;full;326;342;353;358;350.0;0.0;1;[];[];0.0;0.0;0;;;218.17308502513862;;;
2;2;name;362;346;414;358;352.0;2.0;1;[np.float64(1118.0), np.float64(1120.0), np.float64(1125.0)];[np.float64(26.813890647888172), np.float64(22.65791292190545), np.float64(31.41401371562043)];467.0;100.0;3;4.4827;4.4422;164.19045983783226;4.46;155.6667;400.0
3;3;of;421;342;439;358;350.0;2.0;1;[];[];0.0;0.0;0;;;143.69789775756718;;;
4;4;this;446;342;479;358;350.0;0.0;1;[np.float64(1126.0)];[np.float64(18.797369065154008)];200.0;200.0;1;4.6019;4.5698;114.69094022215053;4.59;200.0;200.0
5;5;Institute;488;342;563;358;350.0;0.0;1;[np.float64(1127.0)];[np.float64(17.407957267761162)];300.0;300.0;1;4.548;4.5332;87.88644773960112;4.54;300.0;300.0
6;6;is;572;342;585;358;350.0;0.0;1;[np.float64(1128.0)];[np.float64(11.544319143589851)];167.0;167.0;1;4.5777;4.5336;89.98313509036392;4.56;167.0;167.0
7;7;"""Juilliard";594;342;673;358;350.0;0.0;1;[np.float64(1121.0), np.float64(1122.0), np.float64(1123.0)];[np.float64(11.982537579536427), np.float64(19.00854771353977), np.float64(12.455115985870293)];600.0;133.0;3;4.3939;4.3566;97.11165672921997;4.38;200.0;600.0
8;8;"University"".";682;342;790;362;352.0;2.0;1;[np.float64(1124.0)];[np.float64(7.577587318420399)];100.0;100.0;1;4.4413;4.4224;154.13766372561165;4.43;100.0;1034.0
9;9;It;800;342;810;358;350.0;2.0;1;[np.float64(1130.0)];[np.float64(9.549075984954811)];167.0;167.0;1;4.5053;4.4588;262.4634117558898;4.48;167.0;167.0
10;10;was;818;346;856;358;352.0;2.0;1;[];[];0.0;0.0;0;;;279.4892827777753;;;
11;11;established;864;342;972;358;350.0;2.0;1;[np.float64(1129.0), np.float64(1131.0)];[np.float64(4.898887729644741), np.float64(7.6252386093139535)];367.0;167.0;2;4.4735;4.45;323.47940278956935;4.46;183.5;534.0
12;12;by;981;342;1002;362;352.0;2.0;1;[np.float64(1132.0)];[np.float64(3.360974502563465)];400.0;400.0;1;4.4085;4.3545;436.449012884996;4.38;400.0;400.0
13;13;a;1010;346;1020;358;352.0;0.0;1;[];[];0.0;0.0;0;;;465.68004439024367;;;
14;14;group;1029;346;1082;362;354.0;2.0;1;[];[];0.0;0.0;0;;;483.6420701171512;;;
15;15;of;1090;342;1108;358;350.0;4.0;1;[np.float64(1133.0)];[np.float64(10.4281413078308)];300.0;300.0;1;4.3997;4.3649;544.4517936801133;4.38;300.0;300.0
16;16;students;1115;342;1196;358;350.0;0.0;1;[];[];0.0;0.0;0;;;569.1382383566212;;;
17;17;from;1204;342;1246;358;350.0;0.0;1;[np.float64(1134.0)];[np.float64(10.484644677905077)];334.0;334.0;1;4.3683;4.3517;657.2144205633487;4.36;334.0;334.0
18;18;different;259;425;337;440;432.5;82.5;2;[np.float64(1136.0)];[np.float64(17.112870049476612)];266.0;266.0;1;4.4682;4.3011;215.76873550274405;4.38;266.0;266.0
19;19;universities;346;425;453;440;432.5;0.0;2;[np.float64(1135.0)];[np.float64(15.667235565185536)];133.0;133.0;1;4.4422;4.3514;99.86206723693176;4.4;133.0;399.0
20;20;and;461;425;495;440;432.5;0.0;2;[np.float64(1137.0)];[np.float64(13.696317727225107)];233.0;233.0;1;4.3768;4.2288;57.98797047133994;4.3;233.0;233.0
21;21;institutions,;504;425;611;442;433.5;1.0;2;[np.float64(1149.0)];[np.float64(3.886447739601124)];267.0;267.0;1;4.3911;4.3295;3.886447739601124;4.36;267.0;267.0
22;22;including;621;425;704;444;434.5;1.0;2;[np.float64(1138.0), np.float64(1148.0)];[np.float64(0.0), np.float64(1.7807826519012337)];501.0;234.0;2;4.3691;4.2811;68.3376168528192;4.33;250.5;234.0
23;23;Juilliard;712;425;784;440;432.5;2.0;2;[np.float64(1139.0)];[np.float64(0.0)];233.0;233.0;1;4.3983;4.2937;159.4202872699534;4.35;233.0;233.0
24;24;School;793;425;857;440;432.5;0.0;2;[];[];0.0;0.0;0;;;240.38365801392416;;;
25;25;of;865;425;883;440;432.5;0.0;2;[np.float64(1140.0)];[np.float64(3.018161010742233)];166.0;166.0;1;4.4472;4.3532;312.36704331367815;4.4;166.0;166.0
26;26;Music,;891;425;950;442;433.5;1.0;2;[np.float64(1141.0)];[np.float64(6.087702141961346)];200.0;200.0;1;4.4681;4.378;338.33389694868544;4.42;200.0;200.0
27;27;where;959;425;1017;440;432.5;1.0;2;[np.float64(1142.0)];[np.float64(1.664529514312676)];200.0;200.0;1;4.4895;4.4081;406.35421214613547;4.45;200.0;200.0
28;28;they;1025;425;1065;444;434.5;2.0;2;[];[];0.0;0.0;0;;;472.31534165533856;;;
29;29;were;1073;429;1119;440;434.5;0.0;2;[np.float64(1143.0)];[np.float64(1.4425315039498514)];234.0;234.0;1;4.4855;4.48;520.3448709114292;4.48;234.0;234.0
30;30;studying;1127;425;1206;444;434.5;0.0;2;[np.float64(1145.0)];[np.float64(0.0)];234.0;234.0;1;4.3595;4.4422;574.3146725734906;4.4;234.0;234.0
31;31;music;1215;425;1270;440;432.5;2.0;2;[np.float64(1144.0), np.float64(1146.0)];[np.float64(2.79102935791002), np.float64(0.0)];467.0;300.0;2;4.3949;4.4634;662.337732431971;4.43;233.5;701.0
32;32;theory;652;506;712;526;516.0;83.5;3;[];[];0.0;0.0;0;;;116.08801819293025;;;
33;33;and;720;506;754;522;514.0;2.0;3;[];[];0.0;0.0;0;;;177.78301966562066;;;
34;34;composition.;762;506;882;526;516.0;2.0;3;[np.float64(1147.0)];[np.float64(0.0)];300.0;300.0;1;4.3406;4.4125;217.77275846160825;4.38;300.0;834.0
