;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;338;425;375;440;432.5;;1;[np.float64(2601.0), np.float64(2613.0)];[np.float64(35.93217933177948), np.float64(31.621740341186467)];566.0;266.0;2;3.3542;3.2812;258.04459803709386;3.32;283.0;266.0
1;1;title;382;425;415;440;432.5;0.0;1;[np.float64(2600.0), np.float64(2612.0)];[np.float64(34.388073444366455), np.float64(32.970727646960306)];400.0;200.0;2;3.3466;3.3203;219.2840859814035;3.33;200.0;466.0
2;2;of;423;425;442;440;432.5;0.0;1;[];[];0.0;0.0;0;;;193.40629519740864;;;
3;3;Naomi;449;425;509;440;432.5;0.0;1;[np.float64(2602.0)];[np.float64(27.51663433421743)];366.0;366.0;1;3.242;3.1726;131.16011386030817;3.21;366.0;366.0
4;4;Klein's;518;425;578;440;432.5;0.0;1;[np.float64(2603.0)];[np.float64(25.280391458086015)];166.0;166.0;1;3.3626;3.3074;76.03210310874972;3.34;166.0;166.0
5;5;book;587;425;632;440;432.5;0.0;1;[np.float64(2614.0)];[np.float64(58.74524146318436)];267.0;267.0;1;3.5593;3.4754;58.74524146318436;3.52;267.0;267.0
6;6;is;641;425;654;440;432.5;0.0;1;[np.float64(2605.0)];[np.float64(24.05561124390563)];133.0;133.0;1;3.4274;3.4281;60.56411123878529;3.43;133.0;133.0
7;7;"""The";663;425;707;440;432.5;0.0;1;[np.float64(2604.0)];[np.float64(19.458758163452103)];166.0;166.0;1;3.3716;3.3504;69.28336202768875;3.36;166.0;299.0
8;8;Shock;715;425;774;440;432.5;0.0;1;[np.float64(2606.0)];[np.float64(13.372279167175293)];200.0;200.0;1;3.3957;3.4223;106.41535969495325;3.41;200.0;200.0
9;9;Doctrine:;783;425;867;440;432.5;0.0;1;[np.float64(2607.0)];[np.float64(13.90168542861943)];333.0;333.0;1;3.3996;3.4189;167.37882667644217;3.41;333.0;333.0
10;10;The;876;425;912;440;432.5;0.0;1;[];[];0.0;0.0;0;;;256.54760635799653;;;
11;11;Rise;921;425;963;440;432.5;0.0;1;[np.float64(2608.0), np.float64(2611.0)];[np.float64(15.153520584106445), np.float64(18.706780910491943)];433.0;300.0;2;3.406;3.3783;300.52867099523723;3.39;216.5;300.0
12;12;of;971;425;989;440;432.5;0.0;1;[];[];0.0;0.0;0;;;349.70073180632795;;;
13;13;Disaster;996;425;1076;440;432.5;0.0;1;[np.float64(2609.0)];[np.float64(16.07245683670044)];133.0;133.0;1;3.4523;3.3793;374.3690180740658;3.42;133.0;133.0
14;14;"Capitalism.""";1083;425;1197;444;434.5;2.0;2;[np.float64(2610.0)];[np.float64(5.307045936584473)];100.0;100.0;1;3.4336;3.3476;460.4936373435459;3.39;100.0;1000.0
